llm_question,response,symptom,topic_key,expected_output
你愿意分享是什么原因让你停止或没有开始服用药物吗？,我一直在考虑替代疗法，但还没有决定该怎么做。,non_adherence_reasons,llm-fls-adherence@1.0.0,True
你愿意分享是什么原因让你停止或没有开始服用药物吗？,我不确定是否应该继续服用我的药物，我有些疑虑。,non_adherence_reasons,llm-fls-adherence@1.0.0,True
你愿意分享是什么原因让你停止或没有开始服用药物吗？,我不确定这种药物对我的益处是否超过了成本。,non_adherence_reasons,llm-fls-adherence@1.0.0,True
你愿意分享是什么原因让你停止或没有开始服用药物吗？,我一直在按照处方服药，没有漏过一次。,non_adherence_reasons,llm-fls-adherence@1.0.0,False
你愿意分享是什么原因让你停止或没有开始服用药物吗？,我开始服用药物，并且一直坚持服用。,non_adherence_reasons,llm-fls-adherence@1.0.0,False
你愿意分享是什么原因让你停止或没有开始服用药物吗？,这种药物对我来说效果很好，我没有任何理由停药。,non_adherence_reasons,llm-fls-adherence@1.0.0,False
你愿意分享是什么原因让你停止或没有开始服用药物吗？,我明白我的药物的重要性，并且总是按照指示服用。,non_adherence_reasons,llm-fls-adherence@1.0.0,False
你愿意分享是什么原因让你停止或没有开始服用药物吗？,我和我的医生讨论了潜在的副作用，我对继续服用药物感到放心。,non_adherence_reasons,llm-fls-adherence@1.0.0,False
你愿意分享是什么原因让你停止或没有开始服用药物吗？,我可能漏服了一两次，但我不太确定。,non_adherence_reasons,llm-fls-adherence@1.0.0,Unsure
你愿意分享是什么原因让你停止或没有开始服用药物吗？,我一直在考虑停止服药，但还没有做出决定。,non_adherence_reasons,llm-fls-adherence@1.0.0,Unsure
你愿意分享是什么原因让你停止或没有开始服用药物吗？,我需要查看我的药物记录，看看我是否正确服药。,non_adherence_reasons,llm-fls-adherence@1.0.0,Inconclusive
你愿意分享是什么原因让你停止或没有开始服用药物吗？,我将在下次预约时与我的医生讨论我的担忧。,non_adherence_reasons,llm-fls-adherence@1.0.0,Inconclusive
你愿意分享是什么原因让你停止或没有开始服用药物吗？,"""""""
我宁愿现在不说，我们可以讨论其他的事情吗？
""""""",non_adherence_reasons,llm-fls-adherence@1.0.0,Inconclusive
你愿意分享是什么原因让你停止或没有开始服用药物吗？,我计划与我的药剂师一起审查我的药物治疗方案，以便更好地了解。,non_adherence_reasons,llm-fls-adherence@1.0.0,Inconclusive
是什么让你停止或没有开始？,"""""""
是的
""""""",non_adherence_reasons,llm-fls-adherence@1.0.0,Inconclusive
是什么让你停止或没有开始？,"""""""
我是
""""""",non_adherence_reasons,llm-fls-adherence@1.0.0,Inconclusive
你能告诉我你通常什么时候吃药片吗？,我每天早餐后吃药片。,when_do_you_take_the_tablet,llm-fls-adherence@1.0.0,True
你能告诉我你通常什么时候吃药片吗？,我的通常时间是在午餐前。,when_do_you_take_the_tablet,llm-fls-adherence@1.0.0,True
你能告诉我你通常什么时候吃药片吗？,我应该在早上8点和晚上8点服用。,when_do_you_take_the_tablet,llm-fls-adherence@1.0.0,True
你能告诉我你通常什么时候吃药片吗？,医生告诉我饭后吃，所以我晚餐时服用。,when_do_you_take_the_tablet,llm-fls-adherence@1.0.0,True
你能告诉我你通常什么时候吃药片吗？,我每天早上7点都设置了提醒来吃药片。,when_do_you_take_the_tablet,llm-fls-adherence@1.0.0,True
你能告诉我你通常什么时候吃药片吗？,我早上不吃任何药片。,when_do_you_take_the_tablet,llm-fls-adherence@1.0.0,True
你能告诉我你通常什么时候吃药片吗？,我只在我感觉不舒服的时候才吃药片，而不是按时服用。,when_do_you_take_the_tablet,llm-fls-adherence@1.0.0,True
你能告诉我你通常什么时候吃药片吗？,"""""""
也许我中午吃，我总是把时间搞混
""""""",when_do_you_take_the_tablet,llm-fls-adherence@1.0.0,True
你能告诉我你通常什么时候吃药片吗？,我上周停止服用那些药片了。,when_do_you_take_the_tablet,llm-fls-adherence@1.0.0,False
你能告诉我你通常什么时候吃药片吗？,我根本不吃它们。,when_do_you_take_the_tablet,llm-fls-adherence@1.0.0,False
你能告诉我你通常什么时候吃药片吗？,我根本不吃这些药片。,when_do_you_take_the_tablet,llm-fls-adherence@1.0.0,False
你能告诉我你通常什么时候吃药片吗？,我觉得应该早上吃，但我不确定。,when_do_you_take_the_tablet,llm-fls-adherence@1.0.0,Unsure
你能告诉我你通常什么时候吃药片吗？,我相信说明上说是在吃饭前服用，但我也可能记错了。,when_do_you_take_the_tablet,llm-fls-adherence@1.0.0,Unsure
你能告诉我你通常什么时候吃药片吗？,我可能晚上会去，我得看看我的日程。,when_do_you_take_the_tablet,llm-fls-adherence@1.0.0,Inconclusive
你能告诉我你通常什么时候吃药片吗？,让我检查一下我的药盒。,when_do_you_take_the_tablet,llm-fls-adherence@1.0.0,Inconclusive
你能告诉我你通常什么时候吃药片吗？,我不确定我应该什么时候吃药，我需要查一下。,when_do_you_take_the_tablet,llm-fls-adherence@1.0.0,Inconclusive
你能告诉我你通常什么时候吃药片吗？,我需要看看处方才能想起来。,when_do_you_take_the_tablet,llm-fls-adherence@1.0.0,Inconclusive
你能告诉我你通常什么时候吃药片吗？,你能提醒我一下医生关于时间是怎么说的吗？,when_do_you_take_the_tablet,llm-fls-adherence@1.0.0,Inconclusive
你能告诉我你通常什么时候吃药片吗？,我得给我的药剂师打电话确认一下。,when_do_you_take_the_tablet,llm-fls-adherence@1.0.0,Inconclusive
你能告诉我你通常什么时候吃药片吗？,我将查看手机上设置的提醒。,when_do_you_take_the_tablet,llm-fls-adherence@1.0.0,Inconclusive
你能告诉我你通常什么时候吃药吗？,"""""""
是的
""""""",when_do_you_take_the_tablet,llm-fls-adherence@1.0.0,Inconclusive
你能告诉我你通常什么时候吃药吗？,"""""""
我是
""""""",when_do_you_take_the_tablet,llm-fls-adherence@1.0.0,Inconclusive
你能告诉我你是怎么服用药片的吗？,"""""""
只要有一些水
""""""",how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,True
你能告诉我你是怎么服用药片的吗？,"""""""
空腹时喝点水
""""""",how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,True
你能告诉我你是怎么服用药片的吗？,"""""""
早上先喝点水
""""""",how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,True
你能告诉我你是怎么服用药片的吗？,我早餐后用水服用药片。,how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,True
你能告诉我你是怎么服用药片的吗？,我用一杯果汁把它整个吞了下去。,how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,True
你能告诉我你是怎么服用药片的吗？,我把它碾碎，然后和我的食物混合。,how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,True
你能告诉我你是怎么服用药片的吗？,我按照医生的指示，用一整杯水服用。,how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,True
你能告诉我你是怎么服用药片的吗？,我把它溶解在水里，然后喝掉。,how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,True
你能告诉我你是怎么服用药片的吗？,我不用水服用药片，而是用苏打水。,how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,True
你能告诉我你是怎么服用药片的吗？,我早上从不带我的平板电脑。,how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,True
你能告诉我你是怎么服用药片的吗？,"""""""
我不把它整个吞下去，我先嚼一嚼
""""""",how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,True
你能告诉我你是怎么服用药片的吗？,我只在想起来的时候吃。,how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,True
你能告诉我你是怎么服用药片的吗？,"""""""
我不把它溶在水里，我只是干吞下去
""""""",how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,True
你能告诉我你是怎么服用药片的吗？,我相信我是在早上服用，但也可能是晚上。,how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,True
你能告诉我你是怎么服用药片的吗？,我根本不吃任何药片。,how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,False
你能告诉我你是怎么服用药片的吗？,就像我说的，我不会吃那些药片。,how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,False
你能告诉我你是怎么服用药片的吗？,我觉得应该用水服用，但我不确定。,how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,Unsure
你能告诉我你是怎么服用药片的吗？,我不确定我是否正确理解了，你能告诉我吗？,how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,Unsure
你能告诉我你是怎么服用药片的吗？,我不确定我是应该把它压碎还是整个吞下去。,how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,Unsure
你能告诉我你是怎么服用药片的吗？,让我快速检查一下指示,how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,Inconclusive
你能告诉我你是怎么服用药片的吗？,我得问问我的医生关于这件事。,how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,Inconclusive
你能告诉我你是怎么服用药片的吗？,我要去看标签上写了什么。,how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,Inconclusive
你能告诉我你是怎么服用药片的吗？,你能提醒我该怎么服用吗？,how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,Inconclusive
明白了，我想问一下，你是怎么服用这些药片的？是用水还是用其他东西一起服用？,"""""""
所以什么时候吃东西？
""""""",how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,Inconclusive
你能告诉我你如何拿你的,"""""""
是的
""""""",how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,Inconclusive
你能告诉我你如何拿你的,"""""""
我是
""""""",how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,Inconclusive
你把它整个吞下去吗？,"""""""
是的
""""""",do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,True
你把它整个吞下去吗？,"""""""
是的，我愿意。
""""""",do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,True
你把它整个吞下去吗？,"""""""
是的，总是
""""""",do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,True
你把它整个吞下去吗？,是的，我总是整颗吞下药片。,do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,True
你把它整个吞下去吗？,我按照医生的指示整颗吞下药片。,do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,True
你把它整个吞下去吗？,药片设计为整片吞服，所以我就这样做了。,do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,True
你把它整个吞下去吗？,我确保整片吞下药片，以确保它能正常发挥作用。,do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,True
你把它整个吞下去吗？,不，我不。,do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,False
你把它整个吞下去吗？,不，我通常在吞咽前会先嚼碎药片。,do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,False
你把它整个吞下去吗？,我吞咽整片药片有困难，所以我把它们掰开。,do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,False
你把它整个吞下去吗？,我的医生告诉我，可以把药片分成两半再吞咽。,do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,False
你把它整个吞下去吗？,"""""""
我不整片吞下药片，而是先把它碾碎。
""""""",do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,False
你把它整个吞下去吗？,吞咽药片对我来说很困难，所以我不会这样做。,do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,False
你把它整个吞下去吗？,我认为我是整片吞下药片的，但我不完全确定。,do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,Unsure
你把它整个吞下去吗？,"""""""
有时候我一口吞下，其他时候我可能会把它弄碎。
""""""",do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,Unsure
你把它整个吞下去吗？,我不确定我是否应该整片吞下药片。,do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,Unsure
你把它整个吞下去吗？,我从不同的医生那里得到了不同的说法，所以我不确定。,do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,Unsure
你把它整个吞下去吗？,我将查看我的药物说明以确认。,do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,Inconclusive
你把它整个吞下去吗？,让我问问我的药剂师关于最好的服药方法。,do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,Inconclusive
你把它整个吞下去吗？,我需要咨询我的医生如何正确服用药物。,do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,Inconclusive
你把它整个吞下去吗？,我还在了解我的药物，所以关于这个问题我得稍后再回复你。,do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,Inconclusive
你把它整个吞下去吗？,这是一个好问题，我需要进一步研究。,do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,Inconclusive
"""""""
你会游泳吗，
""""""","""""""
是的
""""""",do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,Inconclusive
"""""""
你会游泳吗，
""""""","""""""
我是
""""""",do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,Inconclusive
"""""""
那么你是怎么服用这些药片的，比如你是把它们研磨成粉还是分成两半？
""""""",我通常会把药片分成更小的块再吞下去。,not_swallow_tablet_whole_how_take,llm-fls-adherence@1.0.0,True
你能告诉我你通常是怎么服用药片的吗？比如，你会先掰碎或研磨它们吗？,为了吃药，我先将它们碾碎，然后和水混合。,not_swallow_tablet_whole_how_take,llm-fls-adherence@1.0.0,True
"""""""
那么你是怎么服用这些药片的，比如你是把它们研磨成粉还是分成两半？
""""""",吞咽整片药丸很困难，所以我把它们切成两半。,not_swallow_tablet_whole_how_take,llm-fls-adherence@1.0.0,True
"""""""
那么你是怎么服用这些药片的，比如你是把它们研磨成粉还是分成两半？
""""""",我倾向于将药片溶解在一杯水中然后喝下去。,not_swallow_tablet_whole_how_take,llm-fls-adherence@1.0.0,True
你能告诉我你通常是怎么服用药片的吗？比如，你会先掰碎或研磨它们吗？,我把它们磨碎，然后和食物或饮料混合。,not_swallow_tablet_whole_how_take,llm-fls-adherence@1.0.0,True
"""""""
那么你是怎么服用这些药片的，比如你是把它们研磨成粉还是分成两半？
""""""",我没有任何问题整颗吞下药片。,not_swallow_tablet_whole_how_take,llm-fls-adherence@1.0.0,False
"""""""
那你是怎么服用这些药片的？比如，你是把它们研磨成粉还是分成小块？
""""""",吞咽药片对我来说从来不是问题。,not_swallow_tablet_whole_how_take,llm-fls-adherence@1.0.0,False
"""""""
那么你是怎么服用这些药片的，比如你是把它们研磨成粉还是分成两半？
""""""",我其实把它们整个吞下去了。,not_swallow_tablet_whole_how_take,llm-fls-adherence@1.0.0,False
你能告诉我你通常是怎么服用药片的吗？比如，你会先掰碎或研磨它们吗？,"""""""
我不压碎或研磨我的药片，因为我差不多可以整个吞下去。
""""""",not_swallow_tablet_whole_how_take,llm-fls-adherence@1.0.0,False
"""""""
那么你是怎么服用这些药片的，比如你是把它们研磨成粉还是分成两半？
""""""",我直接把它们整个吞下去。,not_swallow_tablet_whole_how_take,llm-fls-adherence@1.0.0,False
"""""""
那你是怎么服用这些药片的？比如，你是把它们研磨成粉还是分成小块？
""""""",我不太确定，我觉得有时候我会把它们溶在咖啡里，但很多时候我会按照医生说的直接吞下去。,not_swallow_tablet_whole_how_take,llm-fls-adherence@1.0.0,True
"""""""
那么你是怎么服用这些药片的，比如你是把它们研磨成粉还是分成两半？
""""""",我可能会把药片碾碎，或者也许我只是整颗吞下去，我真的不记得了。,not_swallow_tablet_whole_how_take,llm-fls-adherence@1.0.0,Unsure
"""""""
那么你是怎么服用这些药片的，比如你是把它们研磨成粉还是分成两半？
""""""",这因情况而异，有时候我觉得需要把它们咬碎，但其他时候似乎直接吞下去也没问题。,not_swallow_tablet_whole_how_take,llm-fls-adherence@1.0.0,True
你能告诉我你通常是怎么服用药片的吗？比如，你会先掰碎或研磨它们吗？,我不太确定，我的记性不太好。,not_swallow_tablet_whole_how_take,llm-fls-adherence@1.0.0,Unsure
"""""""
那么你是怎么服用这些药片的，比如你是把它们研磨成粉还是分成两半？
""""""",我就是按照当下的感觉来处理它们。,not_swallow_tablet_whole_how_take,llm-fls-adherence@1.0.0,Unsure
"""""""
那么你是怎么服用这些药片的，比如你是把它们研磨成粉还是分成两半？
""""""",我将查看我的药物说明书，看看他们推荐什么。,not_swallow_tablet_whole_how_take,llm-fls-adherence@1.0.0,Inconclusive
你能告诉我你通常是怎么服用药片的吗？比如，你会先掰碎或研磨它们吗？,让我问问我的医生最好的服药方法。,not_swallow_tablet_whole_how_take,llm-fls-adherence@1.0.0,Inconclusive
"""""""
那你是怎么服用这些药片的？比如，你是把它们研磨成粉还是分成小块？
""""""",我需要研究一下服用药物的不同方法。,not_swallow_tablet_whole_how_take,llm-fls-adherence@1.0.0,Inconclusive
"""""""
那么你是怎么服用这些药片的，比如你是把它们研磨成粉还是分成两半？
""""""",我正在考虑改变服用它们的方式，但还没有决定。,not_swallow_tablet_whole_how_take,llm-fls-adherence@1.0.0,Inconclusive
"""""""
那么你是怎么服用这些药片的，比如你是把它们研磨成粉还是分成两半？
""""""",这真的很难用这些平板电脑搞定。,not_swallow_tablet_whole_how_take,llm-fls-adherence@1.0.0,Inconclusive
你能告诉我你通常,"""""""
是的
""""""",not_swallow_tablet_whole_how_take,llm-fls-adherence@1.0.0,Inconclusive
你如何服用,"""""""
我是
""""""",not_swallow_tablet_whole_how_take,llm-fls-adherence@1.0.0,Inconclusive
你通常在服药后会做些什么？,喝点水,after_taking_tablet_or_medication,llm-fls-adherence@1.0.0,True
你通常在服药后会做些什么？,"""""""
坐下来休息30分钟
""""""",after_taking_tablet_or_medication,llm-fls-adherence@1.0.0,True
你通常在服药后会做些什么？,我一直在坐下,after_taking_tablet_or_medication,llm-fls-adherence@1.0.0,True
你通常在服药后会做些什么？,我就像医生说的那样保持直立半小时。,after_taking_tablet_or_medication,llm-fls-adherence@1.0.0,True
你通常在服药后会做些什么？,我总是喝满满一杯水。,after_taking_tablet_or_medication,llm-fls-adherence@1.0.0,True
你通常在服药后会做些什么？,我通常去散步。,after_taking_tablet_or_medication,llm-fls-adherence@1.0.0,True
你通常在服药后会做些什么？,我拿起药片，然后去睡觉。,after_taking_tablet_or_medication,llm-fls-adherence@1.0.0,True
你通常在服药后会做些什么？,吃了药片后，我立刻吃了一点零食。,after_taking_tablet_or_medication,llm-fls-adherence@1.0.0,True
你通常在服药后会做些什么？,我可能会吃点东西，但那不是习惯。,after_taking_tablet_or_medication,llm-fls-adherence@1.0.0,True
你通常在服药后会做些什么？,我坐下来休息一会儿。,after_taking_tablet_or_medication,llm-fls-adherence@1.0.0,True
你通常在服药后会做些什么？,"""""""
我服用药片后不做任何特别的事情
""""""",after_taking_tablet_or_medication,llm-fls-adherence@1.0.0,True
你通常在服药后会做些什么？,"""""""
我没有按时服药
""""""",after_taking_tablet_or_medication,llm-fls-adherence@1.0.0,False
你通常在吃完药后会做什么？,喝点水,after_taking_tablet_or_medication,llm-fls-adherence@1.0.0,True
你通常在吃完药后会做什么？,"""""""
坐下来休息30分钟
""""""",after_taking_tablet_or_medication,llm-fls-adherence@1.0.0,True
你通常在吃完药后会做什么？,我一直在坐下,after_taking_tablet_or_medication,llm-fls-adherence@1.0.0,True
你通常在吃完药后会做什么？,我就像医生说的那样保持直立半小时。,after_taking_tablet_or_medication,llm-fls-adherence@1.0.0,True
你通常在吃完药后会做什么？,我总是喝满满一杯水。,after_taking_tablet_or_medication,llm-fls-adherence@1.0.0,True
你通常在吃完药后会做什么？,我通常去散步。,after_taking_tablet_or_medication,llm-fls-adherence@1.0.0,True
你通常在吃完药后会做什么？,我拿起药片，然后去睡觉。,after_taking_tablet_or_medication,llm-fls-adherence@1.0.0,True
你通常在吃完药后会做什么？,吃了药片后，我立刻吃了一点零食。,after_taking_tablet_or_medication,llm-fls-adherence@1.0.0,True
你通常在吃完药后会做什么？,我可能会吃点东西，但那不是习惯。,after_taking_tablet_or_medication,llm-fls-adherence@1.0.0,True
你通常在吃完药后会做什么？,我坐下来休息一会儿。,after_taking_tablet_or_medication,llm-fls-adherence@1.0.0,True
你通常在吃完药后会做什么？,"""""""
我服用药片后不做任何特别的事情
""""""",after_taking_tablet_or_medication,llm-fls-adherence@1.0.0,True
你通常在吃完药后会做什么？,"""""""
我没有按时服药
""""""",after_taking_tablet_or_medication,llm-fls-adherence@1.0.0,False
你通常在服药后会做些什么？,我不太确定，我想我可能会喝点水。,after_taking_tablet_or_medication,llm-fls-adherence@1.0.0,Unsure
你通常在服药后会做些什么？,"""""""
也许我去散散步，但我不确定
""""""",after_taking_tablet_or_medication,llm-fls-adherence@1.0.0,Unsure
你通常在服药后会做些什么？,我不确定在服药后我是否需要做任何特定的事情。,after_taking_tablet_or_medication,llm-fls-adherence@1.0.0,Unsure
你通常在服药后会做些什么？,我得查一下我的日程，再回复你。,after_taking_tablet_or_medication,llm-fls-adherence@1.0.0,Inconclusive
你通常在服药后会做些什么？,让我想一想,after_taking_tablet_or_medication,llm-fls-adherence@1.0.0,Inconclusive
你通常在之后做什么,"""""""
是的
""""""",after_taking_tablet_or_medication,llm-fls-adherence@1.0.0,Inconclusive
你通常在之后做什么,"""""""
我是
""""""",after_taking_tablet_or_medication,llm-fls-adherence@1.0.0,Inconclusive
那么，现在让我们谈谈你服用药片后遇到的任何问题。你有没有出现副作用，比如胃灼热、消化不良或其他任何问题？,"""""""
是的
""""""",side_effects_general,llm-fls-adherence@1.0.0,True
那么，现在让我们谈谈你服用药片后遇到的任何问题。你有没有出现副作用，比如胃灼热、消化不良或其他任何问题？,"""""""
是的，我有。
""""""",side_effects_general,llm-fls-adherence@1.0.0,True
那么，现在让我们谈谈你服用药片后遇到的任何问题。你有没有出现副作用，比如胃灼热、消化不良或其他任何问题？,"""""""
有些人听到会说“嗯”
""""""",side_effects_general,llm-fls-adherence@1.0.0,True
那么，现在让我们谈谈你服用药片后遇到的任何问题。你有没有出现副作用，比如胃灼热、消化不良或其他任何问题？,"""""""
嗯，有些消化不良
""""""",side_effects_general,llm-fls-adherence@1.0.0,True
那么，现在让我们谈谈你服用药片后遇到的任何问题。你有没有出现副作用，比如胃灼热、消化不良或其他任何问题？,"""""""
嗯，有些胃痛
""""""",side_effects_general,llm-fls-adherence@1.0.0,True
那么，现在让我们谈谈你服用药片后遇到的任何问题。你有没有出现副作用，比如胃灼热、消化不良或其他任何问题？,是的，自从我开始服用这种药物后，就一直有烧心的感觉。,side_effects_general,llm-fls-adherence@1.0.0,True
那么，现在让我们谈谈你服用药片后遇到的任何问题。你有没有出现副作用，比如胃灼热、消化不良或其他任何问题？,我注意到在服用双膦酸盐后出现了消化不良。,side_effects_general,llm-fls-adherence@1.0.0,True
那么，现在让我们谈谈你服用药片后遇到的任何问题。你有没有出现副作用，比如胃灼热、消化不良或其他任何问题？,自从开始服用这些药片后，我偶尔会吞咽困难。,side_effects_general,llm-fls-adherence@1.0.0,True
那么，现在让我们谈谈你服用药片后遇到的任何问题。你有没有出现副作用，比如胃灼热、消化不良或其他任何问题？,我经历了大腿疼痛，这是我在服用这些药片之前从未有过的。,side_effects_general,llm-fls-adherence@1.0.0,True
那么，现在让我们谈谈你服用药片后遇到的任何问题。你有没有出现副作用，比如胃灼热、消化不良或其他任何问题？,我最近感到有些恶心和胃部不适，我认为这可能与我服用的药物有关。,side_effects_general,llm-fls-adherence@1.0.0,True
那么，现在让我们谈谈你服用药片后遇到的任何问题。你有没有出现副作用，比如胃灼热、消化不良或其他任何问题？,不，我服用双膦酸盐后没有出现任何副作用。,side_effects_general,llm-fls-adherence@1.0.0,False
那么，现在让我们谈谈你服用药片后遇到的任何问题。你有没有出现副作用，比如胃灼热、消化不良或其他任何问题？,"""""""
不，我没有
""""""",side_effects_general,llm-fls-adherence@1.0.0,False
