llm_question,response,context,topic_key,expected_output
کیا آپ کسی خون پھیلانے دوا کا استعمال کر رہے ہیں؟,"""""""
ہاں میں کلوپڈوگریل پر ہوں
""""""",What blood thinners do you take?,llm-cataract-pre-assessment@1.0.0,TRUE
کیا آپ کسی خون پھیلانے دوا کا استعمال کر رہے ہیں؟,اپیکسaban,What blood thinners do you take?,llm-cataract-pre-assessment@1.0.0,TRUE
کیا آپ کسی خون پھیلانے دوا کا استعمال کر رہے ہیں؟,"""""""
ہاں
""""""",What blood thinners do you take?,llm-cataract-pre-assessment@1.0.0,FALSE
کیا آپ کسی خون پھیلانے دوا کا استعمال کر رہے ہیں؟,"""""""
ہاں، میں اپنی دل کی بیماری کے لئے وارفارین کا استعمال کرتا ہوں
""""""",Do you take warfarin?,llm-cataract-pre-assessment@1.0.0,TRUE
کیا آپ کسی خون پھیلانے دوا کا استعمال کر رہے ہیں؟,میں روزانہ اسپرین کھاتا ہوں,Do you take warfarin?,llm-cataract-pre-assessment@1.0.0,FALSE
کیا آپ کسی خون پھیلانے دوا کا استعمال کر رہے ہیں؟,"""""""
میں رامیپرل کا استعمال کرتا ہوں، کیا یہ خون کا پتلا کنdra ہے؟
""""""",Do you take warfarin?,llm-cataract-pre-assessment@1.0.0,FALSE
"""""""
آپ کے صحت کا مکمل جائزہ لینے کے لئے، میں آپ سے پوچھنا چاہتا ہوں کہ کیا آپ کسی دوا کا استعمال کرتے ہیں۔ کیا آپ کو کسی معمولی دوا کی ضرورت ہے؟
""""""","""""""
ہاں، میں اپے دیabetes کے لئے metformin کھاتا ہوں
""""""",Do you take medication to control your diabetes?,llm-cataract-pre-assessment@1.0.0,TRUE
"""""""
آپ کے صحت کا مکمل جائزہ لینے کے لئے، میں آپ سے پوچھنا چاہتا ہوں کہ کیا آپ کسی دوا کا استعمال کرتے ہیں۔ کیا آپ کو کسی معمولی دوا کی ضرورت ہے؟
""""""",میں انسلین پر ہوں,Do you take medication to control your diabetes?,llm-cataract-pre-assessment@1.0.0,TRUE
"""""""
آپ کے صحت کا مکمل جائزہ لینے کے لئے، میں آپ سے پوچھنا چاہتا ہوں کہ کیا آپ کسی دوا کا استعمال کرتے ہیں۔ کیا آپ کو کسی معمولی دوا کی ضرورت ہے؟
""""""","""""""
ہاں میری بلڈ پریشر کے لئے
""""""",Do you take medication to control your diabetes?,llm-cataract-pre-assessment@1.0.0,FALSE
"""""""
آپ کے صحت کا مکمل جائزہ لینے کے لئے، میں آپ سے پوچھنا چاہتا ہوں کہ کیا آپ کسی دوا کا استعمال کرتے ہیں۔ کیا آپ کو کسی معمولی دوا کی ضرورت ہے؟
""""""",میں روزانہ کئی دواوں کا استعمال کرتا ہوں,Do you take medication to control your diabetes?,llm-cataract-pre-assessment@1.0.0,FALSE
"""""""
آپ کے صحت کا مکمل جائزہ لینے کے لئے، میں آپ سے پوچھنا چاہتا ہوں کہ کیا آپ کسی دوا کا استعمال کرتے ہیں۔ کیا آپ کو کسی معمولی دوا کی ضرورت ہے؟
""""""",میں بلنڈد بلڈ پریشر کے لئے رامیپرل پی رہا ہوں۔,Do you take any tablets to control your blood pressure?,llm-cataract-pre-assessment@1.0.0,TRUE
"""""""
آپ کے صحت کا مکمل جائزہ لینے کے لئے، میں آپ سے پوچھنا چاہتا ہوں کہ کیا آپ کسی دوا کا استعمال کرتے ہیں۔ کیا آپ کو کسی معمولی دوا کی ضرورت ہے؟
""""""","""""""
ہاں میری بلڈ پریشر کے لئے
""""""",Do you take any tablets to control your blood pressure?,llm-cataract-pre-assessment@1.0.0,TRUE
"""""""
آپ کے صحت کا مکمل جائزہ لینے کے لئے، میں آپ سے پوچھنا چاہتا ہوں کہ کیا آپ کسی دوا کا استعمال کرتے ہیں۔ کیا آپ کو کسی معمولی دوا کی ضرورت ہے؟
""""""",میں روزانہ کئی دواوں کا استعمال کرتا ہوں,Do you take any tablets to control your blood pressure?,llm-cataract-pre-assessment@1.0.0,FALSE
"""""""
آپ کے صحت کا مکمل جائزہ لینے کے لئے، میں آپ سے پوچھنا چاہتا ہوں کہ کیا آپ کسی دوا کا استعمال کرتے ہیں۔ کیا آپ کو کسی معمولی دوا کی ضرورت ہے؟
""""""",میں بلدمیزی کے لئے رامیپرل کا استعمال کرتا ہوں اور وٹامن ڈی کے مکمل بھی لیتا ہوں۔,Do you take any diabetes or blood pressure medication?,llm-cataract-pre-assessment@1.0.0,TRUE
"""""""
آپ کے صحت کا مکمل جائزہ لینے کے لئے، میں آپ سے پوچھنا چاہتا ہوں کہ کیا آپ کسی دوا کا استعمال کرتے ہیں۔ کیا آپ کو کسی معمولی دوا کی ضرورت ہے؟
""""""","""""""
ہاں میرے بلڈ پریشر اور کولسٹرول کے لئے
""""""",Do you take any diabetes or blood pressure medication?,llm-cataract-pre-assessment@1.0.0,TRUE
کیا آپ منظم طور پر چاکر جہاز کا استعمال کرتے ہیں؟,"""""""
ہاں، میں اس میں داخل ہونے اور باہر نکلनے میں مدد چاہتا ہوں
""""""",Do you usually need assistance getting in and out of your chair?,llm-cataract-pre-assessment@1.0.0,TRUE
کیا آپ منظم طور پر چاکر جہاز کا استعمال کرتے ہیں؟,میاں کیا؟,Do you usually need assistance getting in and out of your chair?,llm-cataract-pre-assessment@1.0.0,FALSE
کیا آپ منظم طور پر چاکر جہاز کا استعمال کرتے ہیں؟,میں بازار جانے پر اس کا استعمال کرتا ہوں,Do you usually need assistance getting in and out of your chair?,llm-cataract-pre-assessment@1.0.0,FALSE
کیا آپ منظم طور پر چاکر جہاز کا استعمال کرتے ہیں؟,ہاں، میرا پالنے والا میری منتقل کرنے میں مدد کرتا ہے۔,Do you usually need assistance getting in and out of your chair?,llm-cataract-pre-assessment@1.0.0,TRUE
کیا آپ منظم طور پر چاکر جہاز کا استعمال کرتے ہیں؟,"""""""
ہاں میں بھی کदم بھرنا ہی نہیں سکتا
""""""",Do you usually need assistance getting in and out of your chair?,llm-cataract-pre-assessment@1.0.0,FALSE
کیا آپ منظم طور پر چاکر جہاز کا استعمال کرتے ہیں؟,"""""""
ہاں
""""""",Do you usually need assistance getting in and out of your chair?,llm-cataract-pre-assessment@1.0.0,FALSE
کیا آپ منظم طور پر چاکر جہاز کا استعمال کرتے ہیں؟,"""""""
نہیں
""""""",Do you usually need assistance getting in and out of your chair?,llm-cataract-pre-assessment@1.0.0,FALSE
کیا آپ کو عام طور پر اپنے کرسی سے داخل ہونے اور بہر نکلनے میں مدد کی ضرورت ہوتی ہے؟,"""""""
ہاں
""""""",Do you usually need assistance getting in and out of your chair?,llm-cataract-pre-assessment@1.0.0,TRUE
کیا آپ کو عام طور پر اپنے کرسی سے داخل ہونے اور بہر نکلनے میں مدد کی ضرورت ہوتی ہے؟,"""""""
نہ، میں اپنا کام خود کر سکتا ہوں
""""""",Do you usually need assistance getting in and out of your chair?,llm-cataract-pre-assessment@1.0.0,TRUE
کیا آپ کو عام طور پر اپنے کرسی سے داخل ہونے اور بہر نکلनے میں مدد کی ضرورت ہوتی ہے؟,میری بیوی میری مدد کرتی ہے,Do you usually need assistance getting in and out of your chair?,llm-cataract-pre-assessment@1.0.0,TRUE
کیا آپ کو عام طور پر اپنے کرسی سے داخل ہونے اور بہر نکلनے میں مدد کی ضرورت ہوتی ہے؟,کبھی کبھی,Do you usually need assistance getting in and out of your chair?,llm-cataract-pre-assessment@1.0.0,TRUE
کیا آپ کی نظر کم یا حرکت کے مسائل کا سبب ہو رہی ہے؟,"""""""
ہاں میں کچھ بار گر گیا ہوں
""""""",Is your eyesight causing falls or mobility problems?,llm-preop-cataract@1.0.0,TRUE
کیا آپ کی نظر کم یا حرکت کے مسائل کا سبب ہو رہی ہے؟,"""""""
نہیں، واقعی نہیں
""""""",Is your eyesight causing falls or mobility problems?,llm-preop-cataract@1.0.0,TRUE
کیا آپ کی نظر کم یا حرکت کے مسائل کا سبب ہو رہی ہے؟,میں کبھی کبھی نیچے جاتے ہوئے توازن ختم ہوجاتا ہے,Is your eyesight causing falls or mobility problems?,llm-preop-cataract@1.0.0,TRUE
کیا آپ کی نظر کم یا حرکت کے مسائل کا سبب ہو رہی ہے؟,میں آہستہ چلتا ہوں,Is your eyesight causing falls or mobility problems?,llm-preop-cataract@1.0.0,TRUE
آپ کیا خون سیر کن دوا لیٹے ہیں؟,وارفارین,What blood thinners do you take?,llm-cataract-pre-assessment@1.0.0,TRUE
آپ کیا خون سیر کن دوا لیٹے ہیں؟,آسپرین,What blood thinners do you take?,llm-cataract-pre-assessment@1.0.0,TRUE
آپ کیا خون سیر کن دوا لیٹے ہیں؟,کلوپیڈوگریل,What blood thinners do you take?,llm-cataract-pre-assessment@1.0.0,TRUE
آپ کیا خون سیر کن دوا لیٹے ہیں؟,میں نام سے یقین نہیں رکھتا/رتی ہوں۔,What blood thinners do you take?,llm-cataract-pre-assessment@1.0.0,TRUE
کیا آپ وارفارین کا استعمال کرتے ہیں؟,"""""""
ہاں
""""""",Do you take warfarin?,llm-cataract-pre-assessment@1.0.0,TRUE
کیا آپ وارفارین کا استعمال کرتے ہیں؟,"""""""
نہیں
""""""",Do you take warfarin?,llm-cataract-pre-assessment@1.0.0,TRUE
کیا آپ وارفارین کا استعمال کرتے ہیں؟,میں پہلے کرتا تھا لیکن اب نہیں کرتا ہوں,Do you take warfarin?,llm-cataract-pre-assessment@1.0.0,TRUE
کیا آپ اپنے دیابیٹس کنٹرول کرنے کے لئے دوا خرچ کرتے ہیں؟,"""""""
ہاں میٹفرمین
""""""",Do you take medication to control your diabetes?,llm-cataract-pre-assessment@1.0.0,TRUE
کیا آپ اپنے دیابیٹس کنٹرول کرنے کے لئے دوا خرچ کرتے ہیں؟,میں انسلین پر ہوں,Do you take medication to control your diabetes?,llm-cataract-pre-assessment@1.0.0,TRUE
کیا آپ اپنے دیابیٹس کنٹرول کرنے کے لئے دوا خرچ کرتے ہیں؟,"""""""
نہیں، میرے پاس دیابیٹس نہیں ہے
""""""",Do you take medication to control your diabetes?,llm-cataract-pre-assessment@1.0.0,TRUE
کیا آپ اپنے بلڈ پریشر کو کنٹرول کرنے کے لئے کسی گولی کا استعمال کرتے ہیں؟,ہاں رامیپرل,Do you take any tablets to control your blood pressure?,llm-cataract-pre-assessment@1.0.0,TRUE
کیا آپ اپنے بلڈ پریشر کو کنٹرول کرنے کے لئے کسی گولی کا استعمال کرتے ہیں؟,"""""""
نہیں میرا بلڈ پریشر ثابت ہے
""""""",Do you take any tablets to control your blood pressure?,llm-cataract-pre-assessment@1.0.0,TRUE
کیا آپ اپنے بلڈ پریشر کو کنٹرول کرنے کے لئے کسی گولی کا استعمال کرتے ہیں؟,املودیپائن,Do you take any tablets to control your blood pressure?,llm-cataract-pre-assessment@1.0.0,TRUE
آپ کو سرجری کے بعد کیا کسی بھی نا واضح دیکھنے کا مختصرا تجربہ ہوا ہے؟,"""""""
قرب میں ٹھیک ہے
""""""","occurrence of blurry vision - are you having trouble seeing clearly at a distance, up close, or both?",llm-cataract@1.0.0,TRUE
آپ کو سرجری کے بعد کیا کسی بھی نا واضح دیکھنے کا مختصرا تجربہ ہوا ہے؟,"""""""
قرب میں ٹھیک ہے
""""""",ability to see - at a distance such as watching TV,llm-cataract@1.0.0,FALSE
کیا آپ دور سے، قریب سے یا دونوں طرف سے واضح نہ دیکھ پا رہے ہیں؟,"""""""
قرب میں ٹھیک ہے
""""""",ability to see close up - while reading,llm-cataract@1.0.0,TRUE
کیا آپ دور سے، قریب سے یا دونوں طرف سے واضح نہ دیکھ پا رہے ہیں؟,"""""""
ہاں، ایک مسافت پر
""""""","occurrence of blurry vision - are you having trouble seeing clearly at a distance, up close, or both?",llm-cataract@1.0.0,TRUE
کیا آپ دور سے، قریب سے یا دونوں طرف سے واضح نہ دیکھ پا رہے ہیں؟,"""""""
ہاں، ایک مسافت پر
""""""",ability to see - at a distance such as watching TV,llm-cataract@1.0.0,TRUE
کیا آپ دور سے، قریب سے یا دونوں طرف سے واضح نہ دیکھ پا رہے ہیں؟,"""""""
ہاں، ایک مسافت پر
""""""",ability to see close up - while reading,llm-cataract@1.0.0,FALSE
کیا آپ دور سے، قریب سے یا دونوں طرف سے واضح نہ دیکھ پا رہے ہیں؟,"""""""
ہاں قریب
""""""","occurrence of blurry vision - are you having trouble seeing clearly at a distance, up close, or both?",llm-cataract@1.0.0,TRUE
کیا آپ دور سے، قریب سے یا دونوں طرف سے واضح نہ دیکھ پا رہے ہیں؟,"""""""
ہاں قریب
""""""",ability to see - at a distance such as watching TV,llm-cataract@1.0.0,FALSE
کیا آپ دور سے، قریب سے یا دونوں طرف سے واضح نہ دیکھ پا رہے ہیں؟,"""""""
ہاں قریب
""""""",ability to see close up - while reading,llm-cataract@1.0.0,TRUE
کیا آپ دور سے، قریب سے یا دونوں طرف سے واضح نہ دیکھ پا رہے ہیں؟,دونوں,"occurrence of blurry vision - are you having trouble seeing clearly at a distance, up close, or both?",llm-cataract@1.0.0,TRUE
کیا آپ دور سے، قریب سے یا دونوں طرف سے واضح نہ دیکھ پا رہے ہیں؟,دونوں,ability to see - at a distance such as watching TV,llm-cataract@1.0.0,TRUE
کیا آپ دور سے، قریب سے یا دونوں طرف سے واضح نہ دیکھ پا رہے ہیں؟,دونوں,ability to see close up - while reading,llm-cataract@1.0.0,TRUE
کیا آپ دور سے، قریب سے یا دونوں طرف سے واضح نہ دیکھ پا رہے ہیں؟,"""""""
میں نہ تو دور نہ نزدیک کچھ دیکھ سکتا ہوں
""""""","occurrence of blurry vision - are you having trouble seeing clearly at a distance, up close, or both?",llm-cataract@1.0.0,TRUE
کیا آپ دور سے، قریب سے یا دونوں طرف سے واضح نہ دیکھ پا رہے ہیں؟,"""""""
میں نہ تو دور نہ نزدیک کچھ دیکھ سکتا ہوں
""""""",ability to see - at a distance such as watching TV,llm-cataract@1.0.0,TRUE
کیا آپ دور سے، قریب سے یا دونوں طرف سے واضح نہ دیکھ پا رہے ہیں؟,"""""""
میں نہ تو دور نہ نزدیک کچھ دیکھ سکتا ہوں
""""""",ability to see close up - while reading,llm-cataract@1.0.0,TRUE
کیا آپ دور سے، قریب سے یا دونوں طرف سے واضح نہ دیکھ پا رہے ہیں؟,"""""""
میں نزدیک کچھ نہیں دیکھ سکتا
""""""","occurrence of blurry vision - are you having trouble seeing clearly at a distance, up close, or both?",llm-cataract@1.0.0,TRUE
کیا آپ دور سے، قریب سے یا دونوں طرف سے واضح نہ دیکھ پا رہے ہیں؟,"""""""
میں نزدیک کچھ نہیں دیکھ سکتا
""""""",ability to see - at a distance such as watching TV,llm-cataract@1.0.0,FALSE
کیا آپ دور سے، قریب سے یا دونوں طرف سے واضح نہ دیکھ پا رہے ہیں؟,"""""""
میں نزدیک کچھ نہیں دیکھ سکتا
""""""",ability to see close up - while reading,llm-cataract@1.0.0,TRUE
کیا آپ دور سے، قریب سے یا دونوں طرف سے واضح نہ دیکھ پا رہے ہیں؟,میں دور نہیں دیکھ سکتا,"occurrence of blurry vision - are you having trouble seeing clearly at a distance, up close, or both?",llm-cataract@1.0.0,TRUE
کیا آپ دور سے، قریب سے یا دونوں طرف سے واضح نہ دیکھ پا رہے ہیں؟,میں دور نہیں دیکھ سکتا,ability to see - at a distance such as watching TV,llm-cataract@1.0.0,TRUE
کیا آپ دور سے، قریب سے یا دونوں طرف سے واضح نہ دیکھ پا رہے ہیں؟,میں دور نہیں دیکھ سکتا,ability to see close up - while reading,llm-cataract@1.0.0,FALSE
کیا آپ دور سے، قریب سے یا دونوں طرف سے واضح نہ دیکھ پا رہے ہیں؟,"""""""
ہاں
""""""","occurrence of blurry vision - are you having trouble seeing clearly at a distance, up close, or both?",llm-cataract@1.0.0,FALSE
کیا آپ دور سے، قریب سے یا دونوں طرف سے واضح نہ دیکھ پا رہے ہیں؟,دونوں,"occurrence of blurry vision - are you having trouble seeing clearly at a distance, up close, or both?",llm-cataract@1.0.0,TRUE
کیا آپ دور سے، قریب سے یا دونوں طرف سے واضح نہ دیکھ پا رہے ہیں؟,"""""""
ہاں
""""""",ability to see - at a distance such as watching TV,llm-cataract@1.0.0,FALSE
کیا آپ دور سے، قریب سے یا دونوں طرف سے واضح نہ دیکھ پا رہے ہیں؟,"""""""
ہاں
""""""",ability to see close up - while reading,llm-cataract@1.0.0,FALSE
"""""""
میں آپ کے انہار کے شفایت کے بارے میں کچھ معلومات جمع کرنا چاہتا ہوں، جو میں آپ کے ڈاکٹر سے شریک کر دوں گا۔ تو، آپ کا انہار آپ کی سرجری کے بعد کیسے ہے؟
""""""","""""""
میں سوچتا ہوں میں تھا ہی کام چل رہا ہے، کچھ دیر تک خفیہ لگتا ہوں، کچھ بار آنکھوں میں کچرے دکھائی دیتے ہیں
""""""",onset - when exactly did you first notice the floaters?,llm-cataract@1.0.0,FALSE
"""""""
میں آپ کے انہار کے شفایت کے بارے میں کچھ معلومات جمع کرنا چاہتا ہوں، جو میں آپ کے ڈاکٹر سے شریک کر دوں گا۔ تو، آپ کا انہار آپ کی سرجری کے بعد کیسے ہے؟
""""""","""""""
میں سوچتا ہوں میں تھا ہی کام چل رہا ہے، کچھ دیر تک خفیہ لگتا ہوں، کچھ بار آنکھوں میں کچرے دکھائی دیتے ہیں
""""""",increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,FALSE
"""""""
میں آپ کے انہار کے شفایت کے بارے میں کچھ معلومات جمع کرنا چاہتا ہوں، جو میں آپ کے ڈاکٹر سے شریک کر دوں گا۔ تو، آپ کا انہار آپ کی سرجری کے بعد کیسے ہے؟
""""""","""""""
میں سوچتا ہوں میں تھا ہی کام چل رہا ہے، کچھ دیر تک خفیہ لگتا ہوں، کچھ بار آنکھوں میں کچرے دکھائی دیتے ہیں
""""""",how often - are you seeing these floaters frequently or occasionally?,llm-cataract@1.0.0,FALSE
کیا آپ کو دور یا نزدیک دیکھنے پر بھی سفیدی لگ رہی ہے؟,"""""""
ہاں ہاں میں ہاں ہاں
""""""",ability to see close up - while reading,llm-cataract@1.0.0,FALSE
کیا آپ کو دور یا نزدیک دیکھنے پر بھی سفیدی لگ رہی ہے؟,میں بہت اچھی طرح نہیں پڑھ سکتا,ability to see close up - while reading,llm-cataract@1.0.0,TRUE
کیا آپ کو دور یا نزدیک دیکھنے پر بھی سفیدی لگ رہی ہے؟,"""""""
ہاں جب میں پڑھتا ہوں
""""""",ability to see close up - while reading,llm-cataract@1.0.0,TRUE
کیا آپ کو دور یا نزدیک دیکھنے پر بھی سفیدی لگ رہی ہے؟,ہاں دونوں,ability to see close up - while reading,llm-cataract@1.0.0,TRUE
کیا آپ کو دور یا نزدیک دیکھنے پر بھی سفیدی لگ رہی ہے؟,"""""""
فقط دور پر
""""""",ability to see - at a distance such as watching TV,llm-cataract@1.0.0,TRUE
کیا آپ کو دور یا نزدیک دیکھنے پر بھی سفیدی لگ رہی ہے؟,"""""""
ہاں میں دور کو نہیں دیکھ سکتا
""""""",ability to see - at a distance such as watching TV,llm-cataract@1.0.0,TRUE
کیا یہ زیادہ ہوتا ہے جب آپ ٹی وی دیکھ رہے ہوں گے یا کچھ پڑھنے کی کوشش کر رہے ہوں گے؟,"""""""
میری پڑھنے کی نظر
""""""",ability to see close up - while reading,llm-cataract@1.0.0,TRUE
کیا یہ زیادہ ہوتا ہے جب آپ ٹی وی دیکھ رہے ہوں گے یا کچھ پڑھنے کی کوشش کر رہے ہوں گے؟,ٹی وی دیکھنا,ability to see close up - while reading,llm-cataract@1.0.0,FALSE
کیا یہ زیادہ ہوتا ہے جب آپ ٹی وی دیکھ رہے ہوں گے یا کچھ پڑھنے کی کوشش کر رہے ہوں گے؟,دونوں,ability to see - at a distance such as watching TV,llm-cataract@1.0.0,TRUE
کیا یہ زیادہ ہوتا ہے جب آپ ٹی وی دیکھ رہے ہوں گے یا کچھ پڑھنے کی کوشش کر رہے ہوں گے؟,"""""""
کم پڑھتے وقت
""""""",ability to see - at a distance such as watching TV,llm-cataract@1.0.0,TRUE
آپ کی نظر کا حالت سرجری کے بعد بہتر ہو گئی ہے؟,"""""""
اب تحسین ہو چکی ہے کیونکہ اب میں ٹی وی دیکھ سکتا ہوں لیکن میں نہیں پڑھ سکتا
""""""",ability to see close up - while reading,llm-cataract@1.0.0,TRUE
آپ کی نظر کا حالت سرجری کے بعد بہتر ہو گئی ہے؟,"دیکھنے میں تھوڑا سا सُنہرा ہوا۔

Note: The last part of the sentence ""سُنہرा ہوا"" is incorrect in this context. The correct translation should be:

دیکھنے میں تھوڑا سا بہتری آئی۔",ability to see close up - while reading,llm-cataract@1.0.0,FALSE
آپ کی نظر کا حالت سرجری کے بعد بہتر ہو گئی ہے؟,"""""""
اب تحسین ہو چکی ہے کیونکہ اب میں ٹی وی دیکھ سکتا ہوں لیکن میں نہیں پڑھ سکتا
""""""",ability to see - at a distance such as watching TV,llm-cataract@1.0.0,TRUE
آپ کی نظر کا حالت سرجری کے بعد بہتر ہو گئی ہے؟,یہ پہلے کے مطابق بہت برا ہے,ability to see - at a distance such as watching TV,llm-cataract@1.0.0,FALSE
"""""""
کیٹارکٹ سرجری کے بعد آپ کا آنکھ کیا ہال ہے؟
""""""","""""""
یہ بہتر تھا، لیکن اب یہ مضبوط نہیں دکھ رہا
""""""",ability to see - at a distance such as watching TV,llm-cataract@1.0.0,FALSE
"""""""
کیٹارکٹ سرجری کے بعد آپ کا آنکھ کیا ہال ہے؟
""""""","""""""
میرا نظر خراب ہو رہا ہے
""""""",ability to see close up - while reading,llm-cataract@1.0.0,FALSE
کیا آپ نے سرجری کے بعد اپنی دیکھ بھال میں کوئی چھوٹے سیاہ نشان یا مکیوں کی جाल جیسے نشان دیکھے ہیں؟,"""""""
پہلے ہفته کے لئے ہی تھے، اب گائے گئے ہیں
""""""",increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,TRUE
کیا آپ نے سرجری کے بعد اپنی دیکھ بھال میں کوئی چھوٹے سیاہ نشان یا مکیوں کی جाल جیسے نشان دیکھے ہیں؟,میں نے پہلے کچھ تھا,increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,FALSE
کیا آپ نے سرجری کے بعد اپنی دیکھ بھال میں کوئی چھوٹے سیاہ نشان یا مکیوں کی جाल جیسے نشان دیکھے ہیں؟,جب میں پہلی بار کیا تو ہاں لیکن اب یہ نہیں ہے,increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,TRUE
کیا آپ نے سرجری کے بعد اپنی دیکھ بھال میں کوئی چھوٹے سیاہ نشان یا مکیوں کی جाल جیسے نشان دیکھے ہیں؟,"""""""
ہاں اور سیاہ دلچسپیاں جیسے
"""""" 

Note: The translation of ""black spots"" as ""سیاہ دلچسپیاں"" might not be accurate in this context. A more appropriate translation would be ""سیاہ نکات"" or ""سیاہ ڈال"". If you can provide more context, I can refine the translation further.",increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,FALSE
کیا آپ نے سرجری کے بعد اپنی دیکھ بھال میں کوئی چھوٹے سیاہ نشان یا مکیوں کی جाल جیسے نشان دیکھے ہیں؟,"""""""
میں اپنی دیکھ بھال میں کلکش نما سے نکل رہے دمکے دیکھتا ہوں
""""""",increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,FALSE
کیا آپ نے سرجری کے بعد اپنی دیکھ بھال میں کوئی چھوٹے سیاہ نشان یا مکیوں کی جाल جیسے نشان دیکھے ہیں؟,"""""""
یہ سب کچھ چھوٹے پکورے جیسے چیزیں ہیں
""""""",increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,FALSE
کیا آپ نے سرجری کے بعد اپنی دیکھ بھال میں کوئی چھوٹے سیاہ نشان یا مکیوں کی جाल جیسے نشان دیکھے ہیں؟,کچھ چھوٹے سی کالے نکات لیکن بہت زیادہ نہیں، صبح کے پہلے وہی ہوتا ہے اور پھر یہ بند ہو جاتا ہے۔,increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,FALSE
کیا آپ نے سرجری کے بعد اپنی دیکھ بھال میں کوئی چھوٹے سیاہ نشان یا مکیوں کی جाल جیسے نشان دیکھے ہیں؟,"میں کھ gunmen کے پیچھے سurgery سے کچھ سالوں سے floaters کا شکار تھا۔

(Note: There is a slight error in the translation above due to the literal translation of ""floaters"" which doesn't have a direct equivalent in Urdu. A more accurate translation would be:)

میں کھلکنے کے پیچھے سurgery سے کچھ سالوں سے ڈالوں کا شکار تھا۔",increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,FALSE
