llm_question,response,symptom,topic_key,expected_output
"""""""
Avez-vous commencé à prendre vos
""""""","""""""
oui
""""""",medication_started,llm-fls-adherence@1.0.0,Inconclusive
"""""""
Avez-vous commencé à prendre vos
""""""",Je suis,medication_started,llm-fls-adherence@1.0.0,Inconclusive
Voudriez-vous partager ce qui vous a fait arrêter de prendre votre médication ou ne pas la commencer ?,J'ai arrêté de prendre mon médicament car j'ai éprouvé des effets secondaires.,non_adherence_reasons,llm-fls-adherence@1.0.0,True
Voudriez-vous partager ce qui vous a fait arrêter de prendre votre médication ou ne pas la commencer ?,J'ai eu quelques effets secondaires.,non_adherence_reasons,llm-fls-adherence@1.0.0,True
Voudriez-vous partager ce qui vous a fait arrêter de prendre votre médication ou ne pas la commencer ?,Le coût était trop élevé pour que je puisse le supporter.,non_adherence_reasons,llm-fls-adherence@1.0.0,True
Voudriez-vous partager ce qui vous a fait arrêter de prendre votre médication ou ne pas la commencer ?,"J'ai eu l'impression que le médicament ne fonctionnait pas, donc j'ai arrêté de le prendre.",non_adherence_reasons,llm-fls-adherence@1.0.0,True
Voudriez-vous partager ce qui vous a fait arrêter de prendre votre médication ou ne pas la commencer ?,J'étais préoccupé par les effets à long terme,non_adherence_reasons,llm-fls-adherence@1.0.0,True
Voudriez-vous partager ce qui vous a fait arrêter de prendre votre médication ou ne pas la commencer ?,J'ai oublié de renouveler mon ordonnance et ne suis jamais revenu sur les rails.,non_adherence_reasons,llm-fls-adherence@1.0.0,True
Voudriez-vous partager ce qui vous a fait arrêter de prendre votre médication ou ne pas la commencer ?,"""""""
Je réfléchis à des traitements alternatifs, mais je n'ai pas encore décidé quoi faire.
""""""",non_adherence_reasons,llm-fls-adherence@1.0.0,True
Voudriez-vous partager ce qui vous a fait arrêter de prendre votre médication ou ne pas la commencer ?,"""""""
Je ne suis pas sûr de devoir continuer mon traitement, j'ai quelques doutes
""""""",non_adherence_reasons,llm-fls-adherence@1.0.0,True
Voudriez-vous partager ce qui vous a fait arrêter de prendre votre médication ou ne pas la commencer ?,Je ne suis pas sûr que les avantages du médicament compensent les coûts pour moi.,non_adherence_reasons,llm-fls-adherence@1.0.0,True
Voudriez-vous partager ce qui vous a fait arrêter de prendre votre médication ou ne pas la commencer ?,"""""""
Je prends mon médicament comme prescrit et je n'ai pas manqué une dose
""""""",non_adherence_reasons,llm-fls-adherence@1.0.0,False
Voudriez-vous partager ce qui vous a fait arrêter de prendre votre médication ou ne pas la commencer ?,J'ai commencé à prendre mon médicament et j'y suis resté fidèle.,non_adherence_reasons,llm-fls-adherence@1.0.0,False
Voudriez-vous partager ce qui vous a fait arrêter de prendre votre médication ou ne pas la commencer ?,"""""""
Le médicament fonctionne bien pour moi, et je ne vois aucune raison d'arrêter.
""""""",non_adherence_reasons,llm-fls-adherence@1.0.0,False
Voudriez-vous partager ce qui vous a fait arrêter de prendre votre médication ou ne pas la commencer ?,Je comprends l'importance de mon médicament et je le prends toujours comme prescrit.,non_adherence_reasons,llm-fls-adherence@1.0.0,False
Voudriez-vous partager ce qui vous a fait arrêter de prendre votre médication ou ne pas la commencer ?,"Mon médecin et moi avons discuté des effets secondaires potentiels, et je suis à l'aise pour continuer ma médication.",non_adherence_reasons,llm-fls-adherence@1.0.0,False
Voudriez-vous partager ce qui vous a fait arrêter de prendre votre médication ou ne pas la commencer ?,"""""""
Je pourrais avoir manqué une ou deux doses, mais je ne suis pas vraiment sûr
""""""",non_adherence_reasons,llm-fls-adherence@1.0.0,Unsure
Voudriez-vous partager ce qui vous a fait arrêter de prendre votre médication ou ne pas la commencer ?,"""""""
Je réfléchis à arrêter mon médicament, mais je n'ai pas encore pris de décision
""""""",non_adherence_reasons,llm-fls-adherence@1.0.0,Unsure
Voudriez-vous partager ce qui vous a fait arrêter de prendre votre médication ou ne pas la commencer ?,J'ai besoin de vérifier mon journal de médication pour voir si je l'ai bien prise.,non_adherence_reasons,llm-fls-adherence@1.0.0,Inconclusive
Voudriez-vous partager ce qui vous a fait arrêter de prendre votre médication ou ne pas la commencer ?,Je vais discuter de mes préoccupations avec mon médecin lors de notre prochain rendez-vous.,non_adherence_reasons,llm-fls-adherence@1.0.0,Inconclusive
Voudriez-vous partager ce qui vous a fait arrêter de prendre votre médication ou ne pas la commencer ?,"Je préfère ne pas en parler pour le moment, pouvons-nous discuter d'autre chose ?",non_adherence_reasons,llm-fls-adherence@1.0.0,Inconclusive
Voudriez-vous partager ce qui vous a fait arrêter de prendre votre médication ou ne pas la commencer ?,Je prévois de passer en revue mon traitement avec mon pharmacien pour mieux comprendre.,non_adherence_reasons,llm-fls-adherence@1.0.0,Inconclusive
Qu'est-ce qui t'a fait arrêter ou ne pas commencer ?,"""""""
oui
""""""",non_adherence_reasons,llm-fls-adherence@1.0.0,Inconclusive
Qu'est-ce qui t'a fait arrêter ou ne pas commencer ?,Je suis,non_adherence_reasons,llm-fls-adherence@1.0.0,Inconclusive
Pouvez-vous me dire quand vous prenez habituellement vos comprimés ?,Je prends ma tablette tous les matins après le petit-déjeuner.,when_do_you_take_the_tablet,llm-fls-adherence@1.0.0,True
Pouvez-vous me dire quand vous prenez habituellement vos comprimés ?,"""""""
Mon heure habituelle est juste avant le déjeuner
""""""",when_do_you_take_the_tablet,llm-fls-adherence@1.0.0,True
Pouvez-vous me dire quand vous prenez habituellement vos comprimés ?,Je suis censé le prendre à 8 heures du matin et à 8 heures du soir.,when_do_you_take_the_tablet,llm-fls-adherence@1.0.0,True
Pouvez-vous me dire quand vous prenez habituellement vos comprimés ?,"Le médecin m'a dit de le prendre avec de la nourriture, donc je le prends pendant le dîner.",when_do_you_take_the_tablet,llm-fls-adherence@1.0.0,True
Pouvez-vous me dire quand vous prenez habituellement vos comprimés ?,J'ai un rappel programmé tous les jours à 7 heures pour prendre ma tablette.,when_do_you_take_the_tablet,llm-fls-adherence@1.0.0,True
Pouvez-vous me dire quand vous prenez habituellement vos comprimés ?,Je ne prends aucun comprimé le matin.,when_do_you_take_the_tablet,llm-fls-adherence@1.0.0,True
Pouvez-vous me dire quand vous prenez habituellement vos comprimés ?,"Je ne prends ma tablette que lorsque je me sens malade, pas selon un horaire.",when_do_you_take_the_tablet,llm-fls-adherence@1.0.0,True
Pouvez-vous me dire quand vous prenez habituellement vos comprimés ?,"""""""
Peut-être que je le prends avec le déjeuner, je mélange toujours les horaires
""""""",when_do_you_take_the_tablet,llm-fls-adherence@1.0.0,True
Pouvez-vous me dire quand vous prenez habituellement vos comprimés ?,J'ai arrêté de prendre ces comprimés la semaine dernière.,when_do_you_take_the_tablet,llm-fls-adherence@1.0.0,False
Pouvez-vous me dire quand vous prenez habituellement vos comprimés ?,Je ne les prends pas du tout.,when_do_you_take_the_tablet,llm-fls-adherence@1.0.0,False
Pouvez-vous me dire quand vous prenez habituellement vos comprimés ?,Je ne prends pas du tout les comprimés.,when_do_you_take_the_tablet,llm-fls-adherence@1.0.0,False
Pouvez-vous me dire quand vous prenez habituellement vos comprimés ?,"Je pense que je suis censé le prendre le matin, mais je ne suis pas sûr.",when_do_you_take_the_tablet,llm-fls-adherence@1.0.0,Unsure
Pouvez-vous me dire quand vous prenez habituellement vos comprimés ?,"""""""
Je crois que les instructions disaient de le prendre avant de manger, mais je peux me tromper.
""""""",when_do_you_take_the_tablet,llm-fls-adherence@1.0.0,Unsure
Pouvez-vous me dire quand vous prenez habituellement vos comprimés ?,"""""""
Je pourrais le prendre le soir, je devrai regarder mon emploi du temps.
""""""",when_do_you_take_the_tablet,llm-fls-adherence@1.0.0,Inconclusive
Pouvez-vous me dire quand vous prenez habituellement vos comprimés ?,"""""""
Laissez-moi vérifier ma boîte de pilules
""""""",when_do_you_take_the_tablet,llm-fls-adherence@1.0.0,Inconclusive
Pouvez-vous me dire quand vous prenez habituellement vos comprimés ?,"Je ne suis pas vraiment sûr de l'heure à laquelle je dois prendre ma tablette, j'ai besoin de vérifier.",when_do_you_take_the_tablet,llm-fls-adherence@1.0.0,Inconclusive
Pouvez-vous me dire quand vous prenez habituellement vos comprimés ?,"""""""
J'ai besoin de regarder l'ordonnance pour me souvenir
""""""",when_do_you_take_the_tablet,llm-fls-adherence@1.0.0,Inconclusive
Pouvez-vous me dire quand vous prenez habituellement vos comprimés ?,Peux-tu me rappeler ce que le médecin a dit concernant le timing ?,when_do_you_take_the_tablet,llm-fls-adherence@1.0.0,Inconclusive
Pouvez-vous me dire quand vous prenez habituellement vos comprimés ?,Je vais devoir appeler mon pharmacien pour confirmer.,when_do_you_take_the_tablet,llm-fls-adherence@1.0.0,Inconclusive
Pouvez-vous me dire quand vous prenez habituellement vos comprimés ?,Je vérifierai mon téléphone pour la rappel que j'ai programmé.,when_do_you_take_the_tablet,llm-fls-adherence@1.0.0,Inconclusive
"""""""
Pouvez-vous me dire quand vous prenez habituellement votre ?
""""""","""""""
oui
""""""",when_do_you_take_the_tablet,llm-fls-adherence@1.0.0,Inconclusive
"""""""
Pouvez-vous me dire quand vous prenez habituellement votre ?
""""""",Je suis,when_do_you_take_the_tablet,llm-fls-adherence@1.0.0,Inconclusive
Pouvez-vous me dire comment vous prenez vos comprimés ?,"""""""
juste avec de l'eau
""""""",how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,True
Pouvez-vous me dire comment vous prenez vos comprimés ?,"""""""
juste avec de l'eau sur un estomac vide
""""""",how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,True
Pouvez-vous me dire comment vous prenez vos comprimés ?,"""""""
juste avec un peu d'eau dès le matin
""""""",how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,True
Pouvez-vous me dire comment vous prenez vos comprimés ?,Je prends ma tablette avec de l'eau après le petit-déjeuner.,how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,True
Pouvez-vous me dire comment vous prenez vos comprimés ?,Je l'avale d'un coup avec un verre de jus.,how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,True
Pouvez-vous me dire comment vous prenez vos comprimés ?,Je l'écrase et je le mélange avec ma nourriture.,how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,True
Pouvez-vous me dire comment vous prenez vos comprimés ?,"Je le prends comme dirigé par mon médecin, avec un verre d'eau plein.",how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,True
Pouvez-vous me dire comment vous prenez vos comprimés ?,Je le dissolve dans l'eau et ensuite je le bois.,how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,True
Pouvez-vous me dire comment vous prenez vos comprimés ?,"Je ne prends pas ma tablette avec de l'eau, j'utilise du soda à la place.",how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,True
Pouvez-vous me dire comment vous prenez vos comprimés ?,Je ne prends jamais ma tablette le matin.,how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,True
Pouvez-vous me dire comment vous prenez vos comprimés ?,"Je ne l'avale pas tout entier, je le mâche d'abord.",how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,True
Pouvez-vous me dire comment vous prenez vos comprimés ?,Je le prends quand je m'en souviens.,how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,True
Pouvez-vous me dire comment vous prenez vos comprimés ?,"Je ne le dissous pas dans l'eau, je l'avale sec.",how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,True
Pouvez-vous me dire comment vous prenez vos comprimés ?,"""""""
Je crois que je le prends le matin, mais ce pourrait être le soir.
""""""",how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,True
Pouvez-vous me dire comment vous prenez vos comprimés ?,Je ne prends absolument aucun comprimé.,how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,False
Pouvez-vous me dire comment vous prenez vos comprimés ?,"""""""
comme je l'ai dit, je ne prends pas les comprimés
""""""",how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,False
Pouvez-vous me dire comment vous prenez vos comprimés ?,"Je pense que je suis censé le prendre avec de l'eau, mais je ne suis pas sûr.",how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,Unsure
Pouvez-vous me dire comment vous prenez vos comprimés ?,"Je ne suis pas sûr de bien comprendre, pouvez-vous me le dire ?",how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,Unsure
Pouvez-vous me dire comment vous prenez vos comprimés ?,Je ne suis pas sûr si je dois l'écraser ou l'avaler entier.,how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,Unsure
Pouvez-vous me dire comment vous prenez vos comprimés ?,"""""""
Laissez-moi vérifier les instructions rapidement
""""""",how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,Inconclusive
Pouvez-vous me dire comment vous prenez vos comprimés ?,Je devrai en parler à mon médecin.,how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,Inconclusive
Pouvez-vous me dire comment vous prenez vos comprimés ?,Je vais aller regarder l'étiquette et voir ce qu'elle dit.,how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,Inconclusive
Pouvez-vous me dire comment vous prenez vos comprimés ?,"""""""
Pouvez-vous me rappeler comment je suis censé le prendre ?
""""""",how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,Inconclusive
"""""""
Compris. Donc, je voulais juste demander, comment prenez-vous les comprimés, les prenez-vous avec de l'eau ou avec autre chose ?
""""""","""""""
Alors, quelle heure pour manger ?
""""""",how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,Inconclusive
"""""""
Pouvez-vous me dire comment vous prenez votre
""""""","""""""
oui
""""""",how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,Inconclusive
"""""""
Pouvez-vous me dire comment vous prenez votre
""""""",Je suis,how_do_you_take_the_tablet,llm-fls-adherence@1.0.0,Inconclusive
"""""""
le prends-tu entier ?
""""""","""""""
Oui
""""""",do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,True
"""""""
le prends-tu entier ?
""""""","""""""
Oui je fais
"""""" 

However, depending on the context, a more natural translation might be:

""""""
Oui, je le fais.
""""""",do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,True
"""""""
le prends-tu entier ?
""""""","""""""
Oui toujours
""""""",do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,True
"""""""
le prends-tu entier ?
""""""","""""""
Oui, je prends toujours mes comprimés entiers.
""""""",do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,True
"""""""
le prends-tu entier ?
""""""","""""""
Je prends la tablette entière comme me l'a prescrit mon médecin.
""""""",do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,True
"""""""
le prends-tu entier ?
""""""","""""""
La tablette est conçue pour être avalée entière, c'est donc ce que je fais.
""""""",do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,True
"""""""
le prends-tu entier ?
""""""",Je m'assure d'avaler la tablette entière pour garantir qu'elle fonctionne correctement.,do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,True
"""""""
le prends-tu entier ?
""""""","""""""
Non, je ne fais pas.
"""""" 

However, for a more natural translation, it would be better to say:

""""""
Non, je ne le fais pas.
""""""",do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,False
"""""""
le prends-tu entier ?
""""""","""""""
Non, je mâche généralement mes comprimés avant de les avaler.
""""""",do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,False
"""""""
le prends-tu entier ?
""""""","""""""
J'ai du mal à avaler les comprimés entiers, donc je les casse.
""""""",do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,False
"""""""
le prends-tu entier ?
""""""",Mon médecin m'a dit qu'il est bien de couper la tablette en deux avant de l'avaler.,do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,False
"""""""
le prends-tu entier ?
""""""","Je ne l'avale pas entier, je le broie d'abord.",do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,False
"""""""
le prends-tu entier ?
""""""","""""""
Avaler les comprimés entiers est difficile pour moi, donc je ne le fais pas.
""""""",do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,False
"""""""
le prends-tu entier ?
""""""","""""""
Je pense que j'ai avalé la tablette entière, mais je ne suis pas tout à fait sûr.
""""""",do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,Unsure
"""""""
le prends-tu entier ?
""""""","""""""
Parfois, je l'avale tout entier, et d'autres fois, je pourrais le casser en morceaux.
""""""",do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,Unsure
"""""""
le prends-tu entier ?
""""""",Je ne suis pas sûr si je dois avaler la tablette entière ou non.,do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,Unsure
"""""""
le prends-tu entier ?
""""""","""""""
On m'a dit des choses différentes par différents médecins, donc je suis incertain.
""""""",do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,Unsure
"""""""
le prends-tu entier ?
""""""",Je vais vérifier les instructions de mon médicament pour confirmer.,do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,Inconclusive
"""""""
le prends-tu entier ?
""""""","""""""
Laissez-moi demander à mon pharmacien le meilleur moyen de prendre la tablette.
""""""",do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,Inconclusive
"""""""
le prends-tu entier ?
""""""",J'ai besoin de consulter mon médecin pour savoir comment prendre correctement mon médicament.,do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,Inconclusive
"""""""
le prends-tu entier ?
""""""","""""""
Je suis encore en train d'apprendre à propos de mon médicament, donc je devrai vous revenir plus tard à ce sujet.
""""""",do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,Inconclusive
"""""""
le prends-tu entier ?
""""""",C'est une bonne question ; je devrai creuser davantage.,do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,Inconclusive
"""""""
tu sais nager,
""""""","""""""
oui
""""""",do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,Inconclusive
"""""""
tu sais nager,
""""""",Je suis,do_you_swallow_the_tablet_whole,llm-fls-adherence@1.0.0,Inconclusive
"""""""
Comment prenez-vous les comprimés alors, par exemple, les écrasez-vous ou les cassez-vous en deux ?
""""""",Je casse généralement mes comprimés en plus petits morceaux avant de les avaler.,not_swallow_tablet_whole_how_take,llm-fls-adherence@1.0.0,True
"""""""
Pouvez-vous me dire comment vous prenez généralement vos comprimés ? Par exemple, les cassez-vous ou les broyez-vous avant ?
""""""","Pour prendre mes médicaments, je les écrase d'abord puis je les mélange avec de l'eau.",not_swallow_tablet_whole_how_take,llm-fls-adherence@1.0.0,True
"""""""
Comment prenez-vous les comprimés alors, par exemple, les écrasez-vous ou les cassez-vous en deux ?
""""""","""""""
C'est difficile d'avaler des comprimés entiers, donc je les coupe en deux.
""""""",not_swallow_tablet_whole_how_take,llm-fls-adherence@1.0.0,True
"""""""
Comment prenez-vous les comprimés alors, par exemple, les écrasez-vous ou les cassez-vous en deux ?
""""""","""""""
J'ai tendance à dissoudre la tablette dans un verre d'eau et à la boire.
""""""",not_swallow_tablet_whole_how_take,llm-fls-adherence@1.0.0,True
"""""""
Pouvez-vous me dire comment vous prenez généralement vos comprimés ? Par exemple, les cassez-vous ou les broyez-vous avant ?
""""""",Je les broie et je les mélange avec de la nourriture ou un breuvage.,not_swallow_tablet_whole_how_take,llm-fls-adherence@1.0.0,True
"""""""
Comment prenez-vous les comprimés alors, par exemple, les écrasez-vous ou les cassez-vous en deux ?
""""""",Je n'ai aucun problème à avaler mes comprimés entiers.,not_swallow_tablet_whole_how_take,llm-fls-adherence@1.0.0,False
"""""""
Dans ce cas, comment prenez-vous les comprimés ? Par exemple, les écrasez-vous ou les divisez-vous ?
""""""","""""""
Avaler les comprimés entiers n'a jamais été un problème pour moi.
""""""",not_swallow_tablet_whole_how_take,llm-fls-adherence@1.0.0,False
"""""""
Comment prenez-vous les comprimés alors, par exemple, les écrasez-vous ou les cassez-vous en deux ?
""""""",Je les avale entiers.,not_swallow_tablet_whole_how_take,llm-fls-adherence@1.0.0,False
"""""""
Pouvez-vous me dire comment vous prenez généralement vos comprimés ? Par exemple, les cassez-vous ou les broyez-vous avant ?
""""""",Je ne casse ni ne broie mes comprimés car je peux les avaler presque entiers.,not_swallow_tablet_whole_how_take,llm-fls-adherence@1.0.0,False
"""""""
Comment prenez-vous les comprimés alors, par exemple, les écrasez-vous ou les cassez-vous en deux ?
""""""",Je les avale tout simplement.,not_swallow_tablet_whole_how_take,llm-fls-adherence@1.0.0,False
"""""""
Dans ce cas, comment prenez-vous les comprimés ? Par exemple, les écrasez-vous ou les divisez-vous ?
""""""","""""""
Je ne suis pas vraiment sûr, je pense que parfois je les fais dissoudre dans du café, mais souvent je les avale entiers comme le médecin me l'a dit.
""""""",not_swallow_tablet_whole_how_take,llm-fls-adherence@1.0.0,True
"""""""
Comment prenez-vous les comprimés alors, par exemple, les écrasez-vous ou les cassez-vous en deux ?
""""""","""""""
Je pourrais écrabouiller mes comprimés, ou peut-être que je les avale tout simplement entiers, je ne me souviens plus vraiment.
""""""",not_swallow_tablet_whole_how_take,llm-fls-adherence@1.0.0,Unsure
"""""""
Comment prenez-vous les comprimés alors, par exemple, les écrasez-vous ou les cassez-vous en deux ?
""""""","""""""
Ça varie, parfois j'ai l'impression d'avoir besoin de les casser, mais d'autres fois il semble acceptable de les avaler entiers.
""""""",not_swallow_tablet_whole_how_take,llm-fls-adherence@1.0.0,True
"""""""
Pouvez-vous me dire comment vous prenez généralement vos comprimés ? Par exemple, les cassez-vous ou les broyez-vous avant ?
""""""","Je ne suis pas trop sûr, ma mémoire n'est pas très bonne.",not_swallow_tablet_whole_how_take,llm-fls-adherence@1.0.0,Unsure
"""""""
Comment prenez-vous les comprimés alors, par exemple, les écrasez-vous ou les cassez-vous en deux ?
""""""",Je les prends comme je le sens à chaque fois.,not_swallow_tablet_whole_how_take,llm-fls-adherence@1.0.0,Unsure
"""""""
Comment prenez-vous les comprimés alors, par exemple, les écrasez-vous ou les cassez-vous en deux ?
""""""",Je vais vérifier les instructions de mon médicament pour voir ce qu'elles recommandent.,not_swallow_tablet_whole_how_take,llm-fls-adherence@1.0.0,Inconclusive
"""""""
Pouvez-vous me dire comment vous prenez généralement vos comprimés ? Par exemple, les cassez-vous ou les broyez-vous avant ?
""""""","""""""
Laissez-moi demander à mon médecin la meilleure façon de prendre mes comprimés.
""""""",not_swallow_tablet_whole_how_take,llm-fls-adherence@1.0.0,Inconclusive
"""""""
Dans ce cas, comment prenez-vous les comprimés ? Par exemple, les écrasez-vous ou les divisez-vous ?
""""""",J'ai besoin d'examiner différentes méthodes pour prendre mon médicament.,not_swallow_tablet_whole_how_take,llm-fls-adherence@1.0.0,Inconclusive
"""""""
Comment prenez-vous les comprimés alors, par exemple, les écrasez-vous ou les cassez-vous en deux ?
""""""","Je réfléchis à changer la façon dont je les prends, mais je n'ai pas encore décidé.",not_swallow_tablet_whole_how_take,llm-fls-adherence@1.0.0,Inconclusive
"""""""
Comment prenez-vous les comprimés alors, par exemple, les écrasez-vous ou les cassez-vous en deux ?
""""""","""""""
C'est vraiment délicat de bien faire ça avec ces tablettes
""""""",not_swallow_tablet_whole_how_take,llm-fls-adherence@1.0.0,Inconclusive
Peux-tu me dire comment tu usa,"""""""
oui
""""""",not_swallow_tablet_whole_how_take,llm-fls-adherence@1.0.0,Inconclusive
"""""""
Comment prends-tu le
""""""",Je suis,not_swallow_tablet_whole_how_take,llm-fls-adherence@1.0.0,Inconclusive
