llm_question,response,context,topic_key,expected_output
"""""""
Pour nous assurer que nous avons une vue d'ensemble de votre santé, j'ai besoin de vous demander si vous prenez des médicaments. Prenez-vous des médicaments régulièrement ?
""""""",Je suis sous insuline.,Do you take medication to control your diabetes?,llm-cataract-pre-assessment@1.0.0,TRUE
"""""""
Pour nous assurer que nous avons une vue d'ensemble de votre santé, j'ai besoin de vous demander si vous prenez des médicaments. Prenez-vous des médicaments régulièrement ?
""""""","""""""
oui pour ma tension artérielle
""""""",Do you take medication to control your diabetes?,llm-cataract-pre-assessment@1.0.0,FALSE
"""""""
Pour nous assurer que nous avons une vue d'ensemble de votre santé, j'ai besoin de vous demander si vous prenez des médicaments. Prenez-vous des médicaments régulièrement ?
""""""",Je prends plusieurs médicaments quotidiennement.,Do you take medication to control your diabetes?,llm-cataract-pre-assessment@1.0.0,FALSE
"""""""
Pour nous assurer que nous avons une vue d'ensemble de votre santé, j'ai besoin de vous demander si vous prenez des médicaments. Prenez-vous des médicaments régulièrement ?
""""""",Je prends du ramipril pour l'hypertension artérielle.,Do you take any tablets to control your blood pressure?,llm-cataract-pre-assessment@1.0.0,TRUE
"""""""
Pour nous assurer que nous avons une vue d'ensemble de votre santé, j'ai besoin de vous demander si vous prenez des médicaments. Prenez-vous des médicaments régulièrement ?
""""""","""""""
oui pour ma tension artérielle
""""""",Do you take any tablets to control your blood pressure?,llm-cataract-pre-assessment@1.0.0,TRUE
"""""""
Pour nous assurer que nous avons une vue d'ensemble de votre santé, j'ai besoin de vous demander si vous prenez des médicaments. Prenez-vous des médicaments régulièrement ?
""""""",Je prends plusieurs médicaments quotidiennement.,Do you take any tablets to control your blood pressure?,llm-cataract-pre-assessment@1.0.0,FALSE
"""""""
Pour nous assurer que nous avons une vue d'ensemble de votre santé, j'ai besoin de vous demander si vous prenez des médicaments. Prenez-vous des médicaments régulièrement ?
""""""",Je prends du ramipril pour l'hypertension artérielle et je fais aussi des suppléments de vitamine D.,Do you take any diabetes or blood pressure medication?,llm-cataract-pre-assessment@1.0.0,TRUE
"""""""
Pour nous assurer que nous avons une vue d'ensemble de votre santé, j'ai besoin de vous demander si vous prenez des médicaments. Prenez-vous des médicaments régulièrement ?
""""""","""""""
oui pour ma tension artérielle et mon cholestérol
""""""",Do you take any diabetes or blood pressure medication?,llm-cataract-pre-assessment@1.0.0,TRUE
Utilisez-vous régulièrement un fauteuil roulant ?,"""""""
oui, j'ai besoin d'aide pour entrer et sortir
""""""",Do you usually need assistance getting in and out of your chair?,llm-cataract-pre-assessment@1.0.0,TRUE
Utilisez-vous régulièrement un fauteuil roulant ?,"""""""
désolé quoi
""""""",Do you usually need assistance getting in and out of your chair?,llm-cataract-pre-assessment@1.0.0,FALSE
Utilisez-vous régulièrement un fauteuil roulant ?,"""""""
Je l'utilise quand je vais faire des courses
""""""",Do you usually need assistance getting in and out of your chair?,llm-cataract-pre-assessment@1.0.0,FALSE
Utilisez-vous régulièrement un fauteuil roulant ?,"""""""
oui, mon aide-ménager m'aide à me transférer
""""""",Do you usually need assistance getting in and out of your chair?,llm-cataract-pre-assessment@1.0.0,TRUE
Utilisez-vous régulièrement un fauteuil roulant ?,"""""""
oui je ne peux pas marcher du tout
""""""",Do you usually need assistance getting in and out of your chair?,llm-cataract-pre-assessment@1.0.0,FALSE
Utilisez-vous régulièrement un fauteuil roulant ?,"""""""
oui
""""""",Do you usually need assistance getting in and out of your chair?,llm-cataract-pre-assessment@1.0.0,FALSE
Utilisez-vous régulièrement un fauteuil roulant ?,"""""""
non
""""""",Do you usually need assistance getting in and out of your chair?,llm-cataract-pre-assessment@1.0.0,FALSE
Avez-vous généralement besoin d'aide pour vous lever et vous asseoir ?,"""""""
oui
""""""",Do you usually need assistance getting in and out of your chair?,llm-cataract-pre-assessment@1.0.0,TRUE
Avez-vous généralement besoin d'aide pour vous lever et vous asseoir ?,"""""""
non, je peux m'en occuper tout seul
""""""",Do you usually need assistance getting in and out of your chair?,llm-cataract-pre-assessment@1.0.0,TRUE
Avez-vous généralement besoin d'aide pour vous lever et vous asseoir ?,ma femme m'aide,Do you usually need assistance getting in and out of your chair?,llm-cataract-pre-assessment@1.0.0,TRUE
Avez-vous généralement besoin d'aide pour vous lever et vous asseoir ?,"""""""
parfois
""""""",Do you usually need assistance getting in and out of your chair?,llm-cataract-pre-assessment@1.0.0,TRUE
"""""""
Votre vue cause-t-elle des chutes ou des problèmes de mobilité ?
""""""","""""""
oui, je suis tombé quelques fois
""""""",Is your eyesight causing falls or mobility problems?,llm-preop-cataract@1.0.0,TRUE
"""""""
Votre vue cause-t-elle des chutes ou des problèmes de mobilité ?
""""""","""""""
non, pas vraiment
""""""",Is your eyesight causing falls or mobility problems?,llm-preop-cataract@1.0.0,TRUE
"""""""
Votre vue cause-t-elle des chutes ou des problèmes de mobilité ?
""""""","""""""
Je me sens un peu déséquilibré parfois en descendant les escaliers
""""""",Is your eyesight causing falls or mobility problems?,llm-preop-cataract@1.0.0,TRUE
"""""""
Votre vue cause-t-elle des chutes ou des problèmes de mobilité ?
""""""","""""""
Je vais plus lentement
""""""",Is your eyesight causing falls or mobility problems?,llm-preop-cataract@1.0.0,TRUE
Quels anticoagulants prenez-vous ?,"""""""
warfarine
""""""",What blood thinners do you take?,llm-cataract-pre-assessment@1.0.0,TRUE
Quels anticoagulants prenez-vous ?,aspirine,What blood thinners do you take?,llm-cataract-pre-assessment@1.0.0,TRUE
Quels anticoagulants prenez-vous ?,"""""""
clopidogrel
""""""",What blood thinners do you take?,llm-cataract-pre-assessment@1.0.0,TRUE
Quels anticoagulants prenez-vous ?,Je ne suis pas sûr du nom.,What blood thinners do you take?,llm-cataract-pre-assessment@1.0.0,TRUE
Prenez-vous de la warfarine ?,"""""""
oui
""""""",Do you take warfarin?,llm-cataract-pre-assessment@1.0.0,TRUE
Prenez-vous de la warfarine ?,"""""""
non
""""""",Do you take warfarin?,llm-cataract-pre-assessment@1.0.0,TRUE
Prenez-vous de la warfarine ?,"""""""
J'ai l'habitude de le faire, mais plus maintenant.
""""""",Do you take warfarin?,llm-cataract-pre-assessment@1.0.0,TRUE
Prenez-vous des médicaments pour contrôler votre diabète ?,"""""""
oui metformine
""""""",Do you take medication to control your diabetes?,llm-cataract-pre-assessment@1.0.0,TRUE
Prenez-vous des médicaments pour contrôler votre diabète ?,Je suis sous insuline.,Do you take medication to control your diabetes?,llm-cataract-pre-assessment@1.0.0,TRUE
Prenez-vous des médicaments pour contrôler votre diabète ?,"""""""
non, je n'ai pas de diabète
""""""",Do you take medication to control your diabetes?,llm-cataract-pre-assessment@1.0.0,TRUE
Prenez-vous des comprimés pour contrôler votre tension artérielle ?,"""""""
oui ramipril
""""""",Do you take any tablets to control your blood pressure?,llm-cataract-pre-assessment@1.0.0,TRUE
Prenez-vous des comprimés pour contrôler votre tension artérielle ?,"""""""
non, ma tension artérielle est normale
""""""",Do you take any tablets to control your blood pressure?,llm-cataract-pre-assessment@1.0.0,TRUE
Prenez-vous des comprimés pour contrôler votre tension artérielle ?,"""""""
amlodipine
""""""",Do you take any tablets to control your blood pressure?,llm-cataract-pre-assessment@1.0.0,TRUE
"""""""
Avez-vous des problèmes de vision floue après votre chirurgie ?
""""""","""""""
près est bien
""""""","occurrence of blurry vision - are you having trouble seeing clearly at a distance, up close, or both?",llm-cataract@1.0.0,TRUE
"""""""
Avez-vous des problèmes de vision floue après votre chirurgie ?
""""""","""""""
près est bien
""""""",ability to see - at a distance such as watching TV,llm-cataract@1.0.0,FALSE
"Avez-vous des problèmes pour voir clairement à distance, de près, ou les deux ?","""""""
près est bien
""""""",ability to see close up - while reading,llm-cataract@1.0.0,TRUE
"Avez-vous des problèmes pour voir clairement à distance, de près, ou les deux ?","""""""
oui à une distance
""""""","occurrence of blurry vision - are you having trouble seeing clearly at a distance, up close, or both?",llm-cataract@1.0.0,TRUE
"Avez-vous des problèmes pour voir clairement à distance, de près, ou les deux ?","""""""
oui à une distance
""""""",ability to see - at a distance such as watching TV,llm-cataract@1.0.0,TRUE
"Avez-vous des problèmes pour voir clairement à distance, de près, ou les deux ?","""""""
oui à une distance
""""""",ability to see close up - while reading,llm-cataract@1.0.0,FALSE
"Avez-vous des problèmes pour voir clairement à distance, de près, ou les deux ?","""""""
oui de près
""""""","occurrence of blurry vision - are you having trouble seeing clearly at a distance, up close, or both?",llm-cataract@1.0.0,TRUE
"Avez-vous des problèmes pour voir clairement à distance, de près, ou les deux ?","""""""
oui de près
""""""",ability to see - at a distance such as watching TV,llm-cataract@1.0.0,FALSE
"Avez-vous des problèmes pour voir clairement à distance, de près, ou les deux ?","""""""
oui de près
""""""",ability to see close up - while reading,llm-cataract@1.0.0,TRUE
"Avez-vous des problèmes pour voir clairement à distance, de près, ou les deux ?","""""""
les deux
""""""","occurrence of blurry vision - are you having trouble seeing clearly at a distance, up close, or both?",llm-cataract@1.0.0,TRUE
"Avez-vous des problèmes pour voir clairement à distance, de près, ou les deux ?","""""""
les deux
""""""",ability to see - at a distance such as watching TV,llm-cataract@1.0.0,TRUE
"Avez-vous des problèmes pour voir clairement à distance, de près, ou les deux ?","""""""
les deux
""""""",ability to see close up - while reading,llm-cataract@1.0.0,TRUE
"Avez-vous des problèmes pour voir clairement à distance, de près, ou les deux ?","""""""
je ne peux pas voir loin ni près
""""""","occurrence of blurry vision - are you having trouble seeing clearly at a distance, up close, or both?",llm-cataract@1.0.0,TRUE
"Avez-vous des problèmes pour voir clairement à distance, de près, ou les deux ?","""""""
je ne peux pas voir loin ni près
""""""",ability to see - at a distance such as watching TV,llm-cataract@1.0.0,TRUE
"Avez-vous des problèmes pour voir clairement à distance, de près, ou les deux ?","""""""
je ne peux pas voir loin ni près
""""""",ability to see close up - while reading,llm-cataract@1.0.0,TRUE
"Avez-vous des problèmes pour voir clairement à distance, de près, ou les deux ?","""""""
je ne vois pas de près
""""""","occurrence of blurry vision - are you having trouble seeing clearly at a distance, up close, or both?",llm-cataract@1.0.0,TRUE
"Avez-vous des problèmes pour voir clairement à distance, de près, ou les deux ?","""""""
je ne vois pas de près
""""""",ability to see - at a distance such as watching TV,llm-cataract@1.0.0,FALSE
"Avez-vous des problèmes pour voir clairement à distance, de près, ou les deux ?","""""""
je ne vois pas de près
""""""",ability to see close up - while reading,llm-cataract@1.0.0,TRUE
"Avez-vous des problèmes pour voir clairement à distance, de près, ou les deux ?","""""""
je ne vois pas loin
""""""","occurrence of blurry vision - are you having trouble seeing clearly at a distance, up close, or both?",llm-cataract@1.0.0,TRUE
"Avez-vous des problèmes pour voir clairement à distance, de près, ou les deux ?","""""""
je ne vois pas loin
""""""",ability to see - at a distance such as watching TV,llm-cataract@1.0.0,TRUE
"Avez-vous des problèmes pour voir clairement à distance, de près, ou les deux ?","""""""
je ne vois pas loin
""""""",ability to see close up - while reading,llm-cataract@1.0.0,FALSE
"Avez-vous des problèmes pour voir clairement à distance, de près, ou les deux ?","""""""
oui
""""""","occurrence of blurry vision - are you having trouble seeing clearly at a distance, up close, or both?",llm-cataract@1.0.0,FALSE
"Avez-vous des problèmes pour voir clairement à distance, de près, ou les deux ?","""""""
les deux
""""""","occurrence of blurry vision - are you having trouble seeing clearly at a distance, up close, or both?",llm-cataract@1.0.0,TRUE
"Avez-vous des problèmes pour voir clairement à distance, de près, ou les deux ?","""""""
oui
""""""",ability to see - at a distance such as watching TV,llm-cataract@1.0.0,FALSE
"Avez-vous des problèmes pour voir clairement à distance, de près, ou les deux ?","""""""
oui
""""""",ability to see close up - while reading,llm-cataract@1.0.0,FALSE
"""""""
Je veux rassembler quelques informations sur la guérison de votre œil, que je partagerai avec votre médecin. Alors, comment va votre œil depuis votre opération ?
""""""","""""""
euh je pense que ça va plutôt bien euh parfois un peu démangeant quelques flocons
""""""",onset - when exactly did you first notice the floaters?,llm-cataract@1.0.0,FALSE
"""""""
Je veux rassembler quelques informations sur la guérison de votre œil, que je partagerai avec votre médecin. Alors, comment va votre œil depuis votre opération ?
""""""","""""""
euh je pense que ça va plutôt bien euh parfois un peu démangeant quelques flocons
""""""",increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,FALSE
"""""""
Je veux rassembler quelques informations sur la guérison de votre œil, que je partagerai avec votre médecin. Alors, comment va votre œil depuis votre opération ?
""""""","""""""
euh je pense que ça va plutôt bien euh parfois un peu démangeant quelques flocons
""""""",how often - are you seeing these floaters frequently or occasionally?,llm-cataract@1.0.0,FALSE
"""""""
Eprouvez-vous une vision floue, que ce soit lorsque vous regardez des objets éloignés ou lorsque vous lisez ?
""""""","""""""
oui oui j'ai oui
""""""",ability to see close up - while reading,llm-cataract@1.0.0,FALSE
"""""""
Eprouvez-vous une vision floue, que ce soit lorsque vous regardez des objets éloignés ou lorsque vous lisez ?
""""""",Je ne lis pas très bien.,ability to see close up - while reading,llm-cataract@1.0.0,TRUE
"""""""
Eprouvez-vous une vision floue, que ce soit lorsque vous regardez des objets éloignés ou lorsque vous lisez ?
""""""","""""""
oui quand je lis
""""""",ability to see close up - while reading,llm-cataract@1.0.0,TRUE
"""""""
Eprouvez-vous une vision floue, que ce soit lorsque vous regardez des objets éloignés ou lorsque vous lisez ?
""""""","""""""
oui les deux
""""""",ability to see close up - while reading,llm-cataract@1.0.0,TRUE
"""""""
Eprouvez-vous une vision floue, que ce soit lorsque vous regardez des objets éloignés ou lorsque vous lisez ?
""""""","""""""
seulement à distance
""""""",ability to see - at a distance such as watching TV,llm-cataract@1.0.0,TRUE
"""""""
Eprouvez-vous une vision floue, que ce soit lorsque vous regardez des objets éloignés ou lorsque vous lisez ?
""""""","""""""
oui je ne peux pas voir loin
""""""",ability to see - at a distance such as watching TV,llm-cataract@1.0.0,TRUE
Est-ce que c'est plus quand tu regardes la télévision ou quand tu essaies de lire quelque chose ?,"""""""
ma vision de lecture
""""""",ability to see close up - while reading,llm-cataract@1.0.0,TRUE
Est-ce que c'est plus quand tu regardes la télévision ou quand tu essaies de lire quelque chose ?,regarder la télévision,ability to see close up - while reading,llm-cataract@1.0.0,FALSE
Est-ce que c'est plus quand tu regardes la télévision ou quand tu essaies de lire quelque chose ?,"""""""
les deux
""""""",ability to see - at a distance such as watching TV,llm-cataract@1.0.0,TRUE
Est-ce que c'est plus quand tu regardes la télévision ou quand tu essaies de lire quelque chose ?,"""""""
moins quand on lit
""""""",ability to see - at a distance such as watching TV,llm-cataract@1.0.0,TRUE
"""""""
Votre vue s'est-elle améliorée depuis l'opération ?
""""""","""""""
ça s'est amélioré dans une certaine mesure car maintenant je peux regarder la télévision, mais je ne peux pas lire
""""""",ability to see close up - while reading,llm-cataract@1.0.0,TRUE
"""""""
Votre vue s'est-elle améliorée depuis l'opération ?
""""""","""""""
la vision s'est un peu améliorée.
""""""",ability to see close up - while reading,llm-cataract@1.0.0,FALSE
"""""""
Votre vue s'est-elle améliorée depuis l'opération ?
""""""","""""""
ça s'est amélioré dans une certaine mesure car maintenant je peux regarder la télévision, mais je ne peux pas lire
""""""",ability to see - at a distance such as watching TV,llm-cataract@1.0.0,TRUE
"""""""
Votre vue s'est-elle améliorée depuis l'opération ?
""""""","""""""
c'est vraiment mauvais par rapport à avant
""""""",ability to see - at a distance such as watching TV,llm-cataract@1.0.0,FALSE
"""""""
comment va ton œil après l'opération de la cataracte ?
""""""","""""""
C'était mieux, mais maintenant c'est flou
""""""",ability to see - at a distance such as watching TV,llm-cataract@1.0.0,FALSE
"""""""
comment va ton œil après l'opération de la cataracte ?
""""""","""""""
ma vue se détériore
""""""",ability to see close up - while reading,llm-cataract@1.0.0,FALSE
Avez-vous remarqué des petits points sombres ou des toiles d'araignée dans votre champ de vision depuis l'intervention ?,"""""""
seulement pour la première semaine, ils ont maintenant disparu
""""""",increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,TRUE
Avez-vous remarqué des petits points sombres ou des toiles d'araignée dans votre champ de vision depuis l'intervention ?,J'en avais déjà eu auparavant.,increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,FALSE
Avez-vous remarqué des petits points sombres ou des toiles d'araignée dans votre champ de vision depuis l'intervention ?,"""""""
quand j'ai fait ça pour la première fois oui mais maintenant plus du tout
""""""",increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,TRUE
Avez-vous remarqué des petits points sombres ou des toiles d'araignée dans votre champ de vision depuis l'intervention ?,"""""""
oui et des taches noires, des choses comme ça
""""""",increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,FALSE
Avez-vous remarqué des petits points sombres ou des toiles d'araignée dans votre champ de vision depuis l'intervention ?,"""""""
Je vois des points dans ma vision
""""""",increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,FALSE
Avez-vous remarqué des petits points sombres ou des toiles d'araignée dans votre champ de vision depuis l'intervention ?,"""""""
il y a toutes ces petites choses en toile d'araignée
""""""",increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,FALSE
Avez-vous remarqué des petits points sombres ou des toiles d'araignée dans votre champ de vision depuis l'intervention ?,"""""""
quelques petits points noirs mais pas beaucoup, seulement au tout début de la matinée et ensuite ça s'arrête
""""""",increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,FALSE
Avez-vous remarqué des petits points sombres ou des toiles d'araignée dans votre champ de vision depuis l'intervention ?,J'ai eu des myodesopsies pendant quelques années avant l'opération.,increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,FALSE
Avez-vous remarqué des petits points sombres ou des toiles d'araignée dans votre champ de vision depuis l'intervention ?,J'ai de petits points.,increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,FALSE
"""""""
Donc, vous dites avoir remarqué quelques petites taches sombres ou des filaments dans votre champ de vision depuis l'opération. Pouvez-vous me dire si elles ont changé ou si leur nombre a augmenté depuis l'intervention ?
""""""","""""""
ça empire récemment
""""""",increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,TRUE
"""""""
Donc, vous dites avoir remarqué quelques petites taches sombres ou des filaments dans votre champ de vision depuis l'opération. Pouvez-vous me dire si elles ont changé ou si leur nombre a augmenté depuis l'intervention ?
""""""","""""""
ils sont plus ennuyeux qu'avant
""""""",increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,TRUE
"""""""
Donc, vous dites avoir remarqué quelques petites taches sombres ou des filaments dans votre champ de vision depuis l'opération. Pouvez-vous me dire si elles ont changé ou si leur nombre a augmenté depuis l'intervention ?
""""""","""""""
pas une augmentation, j'ai des points noirs mais pas plus qu'avant
""""""",increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,TRUE
"""""""
Donc, vous dites avoir remarqué quelques petites taches sombres ou des filaments dans votre champ de vision depuis l'opération. Pouvez-vous me dire si elles ont changé ou si leur nombre a augmenté depuis l'intervention ?
""""""",Je ne pense pas que mes points flottants aient augmenté.,increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,TRUE
"""""""
Donc, vous dites avoir remarqué quelques petites taches sombres ou des filaments dans votre champ de vision depuis l'opération. Pouvez-vous me dire si elles ont changé ou si leur nombre a augmenté depuis l'intervention ?
""""""",Je ne pense pas avoir eu plus de points flottants récemment.,increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,TRUE
"""""""
Donc, vous dites avoir remarqué quelques petites taches sombres ou des filaments dans votre champ de vision depuis l'opération. Pouvez-vous me dire si elles ont changé ou si leur nombre a augmenté depuis l'intervention ?
""""""","""""""
les flotteurs se détériorent certainement
""""""",increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,TRUE
"""""""
Donc, vous dites avoir remarqué quelques petites taches sombres ou des filaments dans votre champ de vision depuis l'opération. Pouvez-vous me dire si elles ont changé ou si leur nombre a augmenté depuis l'intervention ?
""""""","""""""
les points noirs sont plus ennuyeux maintenant
""""""",increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,TRUE
"""""""
Donc, vous dites avoir remarqué quelques petites taches sombres ou des filaments dans votre champ de vision depuis l'opération. Pouvez-vous me dire si elles ont changé ou si leur nombre a augmenté depuis l'intervention ?
""""""","""""""
non
""""""",increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,TRUE
"""""""
Donc, vous dites avoir remarqué quelques petites taches sombres ou des filaments dans votre champ de vision depuis l'opération. Pouvez-vous me dire si elles ont changé ou si leur nombre a augmenté depuis l'intervention ?
""""""","""""""
oui je ne les avais pas avant
""""""",increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,TRUE
"""""""
comment va ton œil après l'opération de la cataracte ?
""""""","J'ai des petits points qui bougent un peu sur mon écran, j'aime bien tous.",increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,FALSE
"""""""
comment va ton œil après l'opération de la cataracte ?
""""""","""""""
Je vois beaucoup de petits points sombres
""""""",increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,FALSE
"""""""
Eprouvez-vous des douleurs à l'œil ?
""""""","""""""
oui
""""""",frequency of pain - some of the time or all the time,llm-cataract@1.0.0,FALSE
"""""""
Eprouvez-vous des douleurs à l'œil ?
""""""","""""""
pas trop douloureux, juste une légère douleur au site et ce matin c'était très léger
""""""",frequency of pain - some of the time or all the time,llm-cataract@1.0.0,TRUE
"""""""
Eprouvez-vous des douleurs à l'œil ?
""""""","""""""
seulement après les gouttes mes yeux piquent
""""""",frequency of pain - some of the time or all the time,llm-cataract@1.0.0,TRUE
"""""""
Eprouvez-vous des douleurs à l'œil ?
""""""","""""""
oui ça a été douloureux hier soir oui après avoir fini l'antibiotique
""""""",frequency of pain - some of the time or all the time,llm-cataract@1.0.0,FALSE
"""""""
comment va ton œil après l'opération de la cataracte ?
""""""","""""""
ça fait très mal
""""""",frequency of pain - some of the time or all the time,llm-cataract@1.0.0,FALSE
"""""""
comment va ton œil après l'opération de la cataracte ?
""""""","""""""
c'est tendre
""""""",frequency of pain - some of the time or all the time,llm-cataract@1.0.0,FALSE
"""""""
Eprouvez-vous des douleurs à l'œil ?
""""""","""""""
ça m'énerve
""""""",frequency of pain - some of the time or all the time,llm-cataract@1.0.0,FALSE
"""""""
Eprouvez-vous des douleurs à l'œil ?
""""""","""""""
oui j'ai beaucoup de douleur
""""""",frequency of pain - some of the time or all the time,llm-cataract@1.0.0,FALSE
"""""""
Eprouvez-vous des douleurs à l'œil ?
""""""","""""""
ça fait plus mal que du sable
""""""",frequency of pain - some of the time or all the time,llm-cataract@1.0.0,FALSE
"""""""
Votre œil est-il actuellement douloureux ?
""""""",Je pense que ça devient moins douloureux dans l'ensemble.,frequency of pain - some of the time or all the time,llm-cataract@1.0.0,TRUE
"""""""
La douleur dans votre œil est-elle présente parfois ou tout le temps ?
""""""","""""""
douloureux tout le temps
""""""",frequency of pain - some of the time or all the time,llm-cataract@1.0.0,TRUE
"""""""
La douleur dans votre œil est-elle présente parfois ou tout le temps ?
""""""","""""""
oui parfois ça fait mal je le sens quand je pense que je ne devrais pas je suis conscient de cela ça me donne une douleur sourde
""""""",frequency of pain - some of the time or all the time,llm-cataract@1.0.0,TRUE
"""""""
La douleur dans votre œil est-elle présente parfois ou tout le temps ?
""""""","""""""
c'est douloureux tout le temps et surtout le matin
""""""",frequency of pain - some of the time or all the time,llm-cataract@1.0.0,TRUE
"""""""
La douleur dans votre œil est-elle présente parfois ou tout le temps ?
""""""","""""""
la douleur diminue
""""""",frequency of pain - some of the time or all the time,llm-cataract@1.0.0,FALSE
"""""""
La douleur dans votre œil est-elle présente parfois ou tout le temps ?
""""""","""""""
c'était assez mauvais hier, mais ce matin quand je me suis levé, ça me faisait toujours mal
""""""",frequency of pain - some of the time or all the time,llm-cataract@1.0.0,TRUE
"""""""
La douleur dans votre œil est-elle présente parfois ou tout le temps ?
""""""","""""""
seulement lorsque les gouttes le font piquer
""""""",frequency of pain - some of the time or all the time,llm-cataract@1.0.0,TRUE
"""""""
La douleur dans votre œil est-elle présente parfois ou tout le temps ?
""""""","""""""
occasionnellement un peu douloureux
""""""",frequency of pain - some of the time or all the time,llm-cataract@1.0.0,TRUE
"""""""
Eprouvez-vous des douleurs à l'œil ?
""""""",Je souffre,frequency of pain - some of the time or all the time,llm-cataract@1.0.0,FALSE
"""""""
Eprouvez-vous des douleurs à l'œil ?
""""""","""""""
douleur froide terminée
""""""",frequency of pain - some of the time or all the time,llm-cataract@1.0.0,FALSE
