llm_question,response,context,topic_key,expected_output
Nehmen Sie irgendwelche Blutverdünnungsmittel?,"""""""
Ja, ich nehme Clopidogrel.
""""""",What blood thinners do you take?,llm-cataract-pre-assessment@1.0.0,TRUE
Nehmen Sie irgendwelche Blutverdünnungsmittel?,"""""""
Apixaban
""""""",What blood thinners do you take?,llm-cataract-pre-assessment@1.0.0,TRUE
Nehmen Sie irgendwelche Blutverdünnungsmittel?,"""""""
ja
""""""",What blood thinners do you take?,llm-cataract-pre-assessment@1.0.0,FALSE
Nehmen Sie irgendwelche Blutverdünnungsmittel?,"""""""
Ja, ich nehme Warfarin für meine Herzkrankheit.
""""""",Do you take warfarin?,llm-cataract-pre-assessment@1.0.0,TRUE
Nehmen Sie irgendwelche Blutverdünnungsmittel?,Ich nehme täglich Aspirin.,Do you take warfarin?,llm-cataract-pre-assessment@1.0.0,FALSE
Nehmen Sie irgendwelche Blutverdünnungsmittel?,"""""""
Ich nehme Ramipril, ist das ein Blutverdünner?
""""""",Do you take warfarin?,llm-cataract-pre-assessment@1.0.0,FALSE
"""""""
Um ein vollständiges Bild Ihrer Gesundheit zu gewährleisten, muss ich nach eventuellen Medikamenten fragen, die Sie einnehmen. Nehmen Sie regelmäßige Medikamente?
""""""","""""""
Ja, ich nehme Metformin für meinen Diabetes.
""""""",Do you take medication to control your diabetes?,llm-cataract-pre-assessment@1.0.0,TRUE
"""""""
Um ein vollständiges Bild Ihrer Gesundheit zu gewährleisten, muss ich nach eventuellen Medikamenten fragen, die Sie einnehmen. Nehmen Sie regelmäßige Medikamente?
""""""","""""""
Ich bin auf Insulin
""""""",Do you take medication to control your diabetes?,llm-cataract-pre-assessment@1.0.0,TRUE
"""""""
Um ein vollständiges Bild Ihrer Gesundheit zu gewährleisten, muss ich nach eventuellen Medikamenten fragen, die Sie einnehmen. Nehmen Sie regelmäßige Medikamente?
""""""","""""""
ja für meinen Blutdruck
""""""",Do you take medication to control your diabetes?,llm-cataract-pre-assessment@1.0.0,FALSE
"""""""
Um ein vollständiges Bild Ihrer Gesundheit zu gewährleisten, muss ich nach eventuellen Medikamenten fragen, die Sie einnehmen. Nehmen Sie regelmäßige Medikamente?
""""""",Ich nehme täglich mehrere Medikamente ein.,Do you take medication to control your diabetes?,llm-cataract-pre-assessment@1.0.0,FALSE
"""""""
Um ein vollständiges Bild Ihrer Gesundheit zu gewährleisten, muss ich nach eventuellen Medikamenten fragen, die Sie einnehmen. Nehmen Sie regelmäßige Medikamente?
""""""",Ich nehme Ramipril wegen hohem Blutdruck.,Do you take any tablets to control your blood pressure?,llm-cataract-pre-assessment@1.0.0,TRUE
"""""""
Um ein vollständiges Bild Ihrer Gesundheit zu gewährleisten, muss ich nach eventuellen Medikamenten fragen, die Sie einnehmen. Nehmen Sie regelmäßige Medikamente?
""""""","""""""
ja für meinen Blutdruck
""""""",Do you take any tablets to control your blood pressure?,llm-cataract-pre-assessment@1.0.0,TRUE
"""""""
Um ein vollständiges Bild Ihrer Gesundheit zu gewährleisten, muss ich nach eventuellen Medikamenten fragen, die Sie einnehmen. Nehmen Sie regelmäßige Medikamente?
""""""",Ich nehme täglich mehrere Medikamente ein.,Do you take any tablets to control your blood pressure?,llm-cataract-pre-assessment@1.0.0,FALSE
"""""""
Um ein vollständiges Bild Ihrer Gesundheit zu gewährleisten, muss ich nach eventuellen Medikamenten fragen, die Sie einnehmen. Nehmen Sie regelmäßige Medikamente?
""""""",Ich nehme Ramipril für hohen Blutdruck und auch Vitamin D-Zusatzstoffe.,Do you take any diabetes or blood pressure medication?,llm-cataract-pre-assessment@1.0.0,TRUE
"""""""
Um ein vollständiges Bild Ihrer Gesundheit zu gewährleisten, muss ich nach eventuellen Medikamenten fragen, die Sie einnehmen. Nehmen Sie regelmäßige Medikamente?
""""""","""""""
ja für meinen Blutdruck und meinen Cholesterinspiegel
""""""",Do you take any diabetes or blood pressure medication?,llm-cataract-pre-assessment@1.0.0,TRUE
Benutzen Sie regelmäßig einen Rollstuhl?,"""""""
Ja, ich brauche Hilfe beim Ein- und Aussteigen.
""""""",Do you usually need assistance getting in and out of your chair?,llm-cataract-pre-assessment@1.0.0,TRUE
Benutzen Sie regelmäßig einen Rollstuhl?,"""""""
Entschuldigung, was?
""""""",Do you usually need assistance getting in and out of your chair?,llm-cataract-pre-assessment@1.0.0,FALSE
Benutzen Sie regelmäßig einen Rollstuhl?,"Ich benutze einen, wenn ich einkaufen gehe.",Do you usually need assistance getting in and out of your chair?,llm-cataract-pre-assessment@1.0.0,FALSE
Benutzen Sie regelmäßig einen Rollstuhl?,"""""""
Ja, meine Betreuerin hilft mir beim Umsteigen.
""""""",Do you usually need assistance getting in and out of your chair?,llm-cataract-pre-assessment@1.0.0,TRUE
Benutzen Sie regelmäßig einen Rollstuhl?,"""""""
ja, ich kann überhaupt nicht laufen
""""""",Do you usually need assistance getting in and out of your chair?,llm-cataract-pre-assessment@1.0.0,FALSE
Benutzen Sie regelmäßig einen Rollstuhl?,"""""""
ja
""""""",Do you usually need assistance getting in and out of your chair?,llm-cataract-pre-assessment@1.0.0,FALSE
Benutzen Sie regelmäßig einen Rollstuhl?,"""""""
nein
""""""",Do you usually need assistance getting in and out of your chair?,llm-cataract-pre-assessment@1.0.0,FALSE
Brauchen Sie normalerweise Hilfe beim Aufstehen und Setzen?,"""""""
ja
""""""",Do you usually need assistance getting in and out of your chair?,llm-cataract-pre-assessment@1.0.0,TRUE
Brauchen Sie normalerweise Hilfe beim Aufstehen und Setzen?,"""""""
nein, ich komme alleine zurecht
""""""",Do you usually need assistance getting in and out of your chair?,llm-cataract-pre-assessment@1.0.0,TRUE
Brauchen Sie normalerweise Hilfe beim Aufstehen und Setzen?,"""""""
meine Frau hilft mir
""""""",Do you usually need assistance getting in and out of your chair?,llm-cataract-pre-assessment@1.0.0,TRUE
Brauchen Sie normalerweise Hilfe beim Aufstehen und Setzen?,manchmal,Do you usually need assistance getting in and out of your chair?,llm-cataract-pre-assessment@1.0.0,TRUE
"""""""
Verursacht Ihr Sehvermögen Stürze oder Mobilitätsprobleme?
""""""","""""""
ja, ich bin ein paar Mal gestürzt
""""""",Is your eyesight causing falls or mobility problems?,llm-preop-cataract@1.0.0,TRUE
"""""""
Verursacht Ihr Sehvermögen Stürze oder Mobilitätsprobleme?
""""""","""""""
nein, nicht wirklich
""""""",Is your eyesight causing falls or mobility problems?,llm-preop-cataract@1.0.0,TRUE
"""""""
Verursacht Ihr Sehvermögen Stürze oder Mobilitätsprobleme?
""""""","""""""
Manchmal fühle ich mich ein bisschen unbalanced, wenn ich die Treppe hinuntergehe.
""""""",Is your eyesight causing falls or mobility problems?,llm-preop-cataract@1.0.0,TRUE
"""""""
Verursacht Ihr Sehvermögen Stürze oder Mobilitätsprobleme?
""""""","""""""
Ich gehe langsamer
""""""",Is your eyesight causing falls or mobility problems?,llm-preop-cataract@1.0.0,TRUE
Welche Blutverdünnungsmittel nehmen Sie?,"""""""
Warfarin
""""""",What blood thinners do you take?,llm-cataract-pre-assessment@1.0.0,TRUE
Welche Blutverdünnungsmittel nehmen Sie?,Aspirin,What blood thinners do you take?,llm-cataract-pre-assessment@1.0.0,TRUE
Welche Blutverdünnungsmittel nehmen Sie?,"""""""
Clopidogrel
""""""",What blood thinners do you take?,llm-cataract-pre-assessment@1.0.0,TRUE
Welche Blutverdünnungsmittel nehmen Sie?,Ich bin mir nicht sicher über den Namen.,What blood thinners do you take?,llm-cataract-pre-assessment@1.0.0,TRUE
Nehmen Sie Warfarin?,"""""""
ja
""""""",Do you take warfarin?,llm-cataract-pre-assessment@1.0.0,TRUE
Nehmen Sie Warfarin?,"""""""
nein
""""""",Do you take warfarin?,llm-cataract-pre-assessment@1.0.0,TRUE
Nehmen Sie Warfarin?,"""""""
Ich habe es früher getan, tue es aber nicht mehr.
""""""",Do you take warfarin?,llm-cataract-pre-assessment@1.0.0,TRUE
"Nehmen Sie Medikamente, um Ihren Diabetes zu kontrollieren?","""""""
ja Metformin
""""""",Do you take medication to control your diabetes?,llm-cataract-pre-assessment@1.0.0,TRUE
"Nehmen Sie Medikamente, um Ihren Diabetes zu kontrollieren?","""""""
Ich bin auf Insulin
""""""",Do you take medication to control your diabetes?,llm-cataract-pre-assessment@1.0.0,TRUE
"Nehmen Sie Medikamente, um Ihren Diabetes zu kontrollieren?","""""""
nein, ich habe keinen Diabetes
""""""",Do you take medication to control your diabetes?,llm-cataract-pre-assessment@1.0.0,TRUE
"Nehmen Sie irgendwelche Tabletten, um Ihren Blutdruck zu regulieren?","""""""
ja Ramipril
""""""",Do you take any tablets to control your blood pressure?,llm-cataract-pre-assessment@1.0.0,TRUE
"Nehmen Sie irgendwelche Tabletten, um Ihren Blutdruck zu regulieren?","""""""
nein, mein Blutdruck ist in Ordnung
""""""",Do you take any tablets to control your blood pressure?,llm-cataract-pre-assessment@1.0.0,TRUE
"Nehmen Sie irgendwelche Tabletten, um Ihren Blutdruck zu regulieren?","""""""
Amlodipin
""""""",Do you take any tablets to control your blood pressure?,llm-cataract-pre-assessment@1.0.0,TRUE
Erleben Sie nach Ihrer Operation verschwommenes Sehen?,"""""""
in der Nähe ist gut
""""""","occurrence of blurry vision - are you having trouble seeing clearly at a distance, up close, or both?",llm-cataract@1.0.0,TRUE
Erleben Sie nach Ihrer Operation verschwommenes Sehen?,"""""""
in der Nähe ist gut
""""""",ability to see - at a distance such as watching TV,llm-cataract@1.0.0,FALSE
"Haben Sie Schwierigkeiten, in der Ferne, in der Nähe oder beides klar zu sehen?","""""""
in der Nähe ist gut
""""""",ability to see close up - while reading,llm-cataract@1.0.0,TRUE
"Haben Sie Schwierigkeiten, in der Ferne, in der Nähe oder beides klar zu sehen?","""""""
ja in der Ferne
""""""","occurrence of blurry vision - are you having trouble seeing clearly at a distance, up close, or both?",llm-cataract@1.0.0,TRUE
"Haben Sie Schwierigkeiten, in der Ferne, in der Nähe oder beides klar zu sehen?","""""""
ja in der Ferne
""""""",ability to see - at a distance such as watching TV,llm-cataract@1.0.0,TRUE
"Haben Sie Schwierigkeiten, in der Ferne, in der Nähe oder beides klar zu sehen?","""""""
ja in der Ferne
""""""",ability to see close up - while reading,llm-cataract@1.0.0,FALSE
"Haben Sie Schwierigkeiten, in der Ferne, in der Nähe oder beides klar zu sehen?","""""""
ja, aus der Nähe
""""""","occurrence of blurry vision - are you having trouble seeing clearly at a distance, up close, or both?",llm-cataract@1.0.0,TRUE
"Haben Sie Schwierigkeiten, in der Ferne, in der Nähe oder beides klar zu sehen?","""""""
ja, aus der Nähe
""""""",ability to see - at a distance such as watching TV,llm-cataract@1.0.0,FALSE
"Haben Sie Schwierigkeiten, in der Ferne, in der Nähe oder beides klar zu sehen?","""""""
ja, aus der Nähe
""""""",ability to see close up - while reading,llm-cataract@1.0.0,TRUE
"Haben Sie Schwierigkeiten, in der Ferne, in der Nähe oder beides klar zu sehen?",beide,"occurrence of blurry vision - are you having trouble seeing clearly at a distance, up close, or both?",llm-cataract@1.0.0,TRUE
"Haben Sie Schwierigkeiten, in der Ferne, in der Nähe oder beides klar zu sehen?",beide,ability to see - at a distance such as watching TV,llm-cataract@1.0.0,TRUE
"Haben Sie Schwierigkeiten, in der Ferne, in der Nähe oder beides klar zu sehen?",beide,ability to see close up - while reading,llm-cataract@1.0.0,TRUE
"Haben Sie Schwierigkeiten, in der Ferne, in der Nähe oder beides klar zu sehen?","""""""
ich kann weder nah noch fern sehen
""""""","occurrence of blurry vision - are you having trouble seeing clearly at a distance, up close, or both?",llm-cataract@1.0.0,TRUE
"Haben Sie Schwierigkeiten, in der Ferne, in der Nähe oder beides klar zu sehen?","""""""
ich kann weder nah noch fern sehen
""""""",ability to see - at a distance such as watching TV,llm-cataract@1.0.0,TRUE
"Haben Sie Schwierigkeiten, in der Ferne, in der Nähe oder beides klar zu sehen?","""""""
ich kann weder nah noch fern sehen
""""""",ability to see close up - while reading,llm-cataract@1.0.0,TRUE
"Haben Sie Schwierigkeiten, in der Ferne, in der Nähe oder beides klar zu sehen?","""""""
ich kann nicht nah sehen
""""""","occurrence of blurry vision - are you having trouble seeing clearly at a distance, up close, or both?",llm-cataract@1.0.0,TRUE
"Haben Sie Schwierigkeiten, in der Ferne, in der Nähe oder beides klar zu sehen?","""""""
ich kann nicht nah sehen
""""""",ability to see - at a distance such as watching TV,llm-cataract@1.0.0,FALSE
"Haben Sie Schwierigkeiten, in der Ferne, in der Nähe oder beides klar zu sehen?","""""""
ich kann nicht nah sehen
""""""",ability to see close up - while reading,llm-cataract@1.0.0,TRUE
"Haben Sie Schwierigkeiten, in der Ferne, in der Nähe oder beides klar zu sehen?","""""""
ich kann nicht weit sehen
""""""","occurrence of blurry vision - are you having trouble seeing clearly at a distance, up close, or both?",llm-cataract@1.0.0,TRUE
"Haben Sie Schwierigkeiten, in der Ferne, in der Nähe oder beides klar zu sehen?","""""""
ich kann nicht weit sehen
""""""",ability to see - at a distance such as watching TV,llm-cataract@1.0.0,TRUE
"Haben Sie Schwierigkeiten, in der Ferne, in der Nähe oder beides klar zu sehen?","""""""
ich kann nicht weit sehen
""""""",ability to see close up - while reading,llm-cataract@1.0.0,FALSE
"Haben Sie Schwierigkeiten, in der Ferne, in der Nähe oder beides klar zu sehen?","""""""
ja
""""""","occurrence of blurry vision - are you having trouble seeing clearly at a distance, up close, or both?",llm-cataract@1.0.0,FALSE
"Haben Sie Schwierigkeiten, in der Ferne, in der Nähe oder beides klar zu sehen?",beide,"occurrence of blurry vision - are you having trouble seeing clearly at a distance, up close, or both?",llm-cataract@1.0.0,TRUE
"Haben Sie Schwierigkeiten, in der Ferne, in der Nähe oder beides klar zu sehen?","""""""
ja
""""""",ability to see - at a distance such as watching TV,llm-cataract@1.0.0,FALSE
"Haben Sie Schwierigkeiten, in der Ferne, in der Nähe oder beides klar zu sehen?","""""""
ja
""""""",ability to see close up - while reading,llm-cataract@1.0.0,FALSE
"""""""
Ich möchte einige Informationen über das Heilen Ihres Auges sammeln, die ich Ihrem Arzt mitteilen werde. Wie geht es Ihrem Auge seit der Operation?
""""""","""""""
äh, ich denke, es geht mir ganz gut, manchmal ein bisschen juckig, ein paar Floater
""""""",onset - when exactly did you first notice the floaters?,llm-cataract@1.0.0,FALSE
"""""""
Ich möchte einige Informationen über das Heilen Ihres Auges sammeln, die ich Ihrem Arzt mitteilen werde. Wie geht es Ihrem Auge seit der Operation?
""""""","""""""
äh, ich denke, es geht mir ganz gut, manchmal ein bisschen juckig, ein paar Floater
""""""",increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,FALSE
"""""""
Ich möchte einige Informationen über das Heilen Ihres Auges sammeln, die ich Ihrem Arzt mitteilen werde. Wie geht es Ihrem Auge seit der Operation?
""""""","""""""
äh, ich denke, es geht mir ganz gut, manchmal ein bisschen juckig, ein paar Floater
""""""",how often - are you seeing these floaters frequently or occasionally?,llm-cataract@1.0.0,FALSE
"Erleben Sie verschwommenes Sehen, sei es bei der Betrachtung von fernen Objekten oder beim Lesen?","""""""
ja ja ich habe ja
""""""",ability to see close up - while reading,llm-cataract@1.0.0,FALSE
"Erleben Sie verschwommenes Sehen, sei es bei der Betrachtung von fernen Objekten oder beim Lesen?","""""""
Ich kann nicht sehr gut lesen
""""""",ability to see close up - while reading,llm-cataract@1.0.0,TRUE
"Erleben Sie verschwommenes Sehen, sei es bei der Betrachtung von fernen Objekten oder beim Lesen?","""""""
ja, wenn ich lese
""""""",ability to see close up - while reading,llm-cataract@1.0.0,TRUE
"Erleben Sie verschwommenes Sehen, sei es bei der Betrachtung von fernen Objekten oder beim Lesen?","""""""
ja beide
""""""",ability to see close up - while reading,llm-cataract@1.0.0,TRUE
"Erleben Sie verschwommenes Sehen, sei es bei der Betrachtung von fernen Objekten oder beim Lesen?",nur in der Ferne,ability to see - at a distance such as watching TV,llm-cataract@1.0.0,TRUE
"Erleben Sie verschwommenes Sehen, sei es bei der Betrachtung von fernen Objekten oder beim Lesen?","""""""
ja, ich kann nicht weit sehen
""""""",ability to see - at a distance such as watching TV,llm-cataract@1.0.0,TRUE
"Ist es mehr, wenn du fernsiehst oder versuchst, etwas zu lesen?","""""""
mein Lesesicht
""""""",ability to see close up - while reading,llm-cataract@1.0.0,TRUE
"Ist es mehr, wenn du fernsiehst oder versuchst, etwas zu lesen?",Fernsehen schauen,ability to see close up - while reading,llm-cataract@1.0.0,FALSE
"Ist es mehr, wenn du fernsiehst oder versuchst, etwas zu lesen?",beide,ability to see - at a distance such as watching TV,llm-cataract@1.0.0,TRUE
"Ist es mehr, wenn du fernsiehst oder versuchst, etwas zu lesen?",weniger beim Lesen,ability to see - at a distance such as watching TV,llm-cataract@1.0.0,TRUE
"""""""
Hat sich Ihr Sehen seit der Operation verbessert?
""""""","Es hat sich verbessert, denn jetzt kann ich fernsehen, aber ich kann nicht lesen.",ability to see close up - while reading,llm-cataract@1.0.0,TRUE
"""""""
Hat sich Ihr Sehen seit der Operation verbessert?
""""""","""""""
die Sicht verbesserte sich ein wenig.
""""""",ability to see close up - while reading,llm-cataract@1.0.0,FALSE
"""""""
Hat sich Ihr Sehen seit der Operation verbessert?
""""""","Es hat sich verbessert, denn jetzt kann ich fernsehen, aber ich kann nicht lesen.",ability to see - at a distance such as watching TV,llm-cataract@1.0.0,TRUE
"""""""
Hat sich Ihr Sehen seit der Operation verbessert?
""""""","""""""
es ist wirklich schlecht im Vergleich zu früher
""""""",ability to see - at a distance such as watching TV,llm-cataract@1.0.0,FALSE
Wie geht es Ihrem Auge nach der Kataraktoberation?,"Es war besser, aber jetzt ist es verschwommen.",ability to see - at a distance such as watching TV,llm-cataract@1.0.0,FALSE
Wie geht es Ihrem Auge nach der Kataraktoberation?,"""""""
mein Sehen wird schlechter
""""""",ability to see close up - while reading,llm-cataract@1.0.0,FALSE
Haben Sie seit der Operation kleine dunkle Flecken oder Spinnweben in Ihrem Blickfeld bemerkt?,"""""""
nur in der ersten Woche sind sie jetzt verschwunden
""""""",increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,TRUE
Haben Sie seit der Operation kleine dunkle Flecken oder Spinnweben in Ihrem Blickfeld bemerkt?,"""""""
Ich hatte schon etwas davor
""""""",increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,FALSE
Haben Sie seit der Operation kleine dunkle Flecken oder Spinnweben in Ihrem Blickfeld bemerkt?,"""""""
als ich es das erste Mal gemacht habe, ja, aber jetzt nicht mehr
""""""",increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,TRUE
Haben Sie seit der Operation kleine dunkle Flecken oder Spinnweben in Ihrem Blickfeld bemerkt?,"""""""
ja und schwarze Flecken, solche Dinge
""""""",increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,FALSE
Haben Sie seit der Operation kleine dunkle Flecken oder Spinnweben in Ihrem Blickfeld bemerkt?,Ich sehe Punkte in meinem Blickfeld.,increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,FALSE
Haben Sie seit der Operation kleine dunkle Flecken oder Spinnweben in Ihrem Blickfeld bemerkt?,"""""""
da sind all diese kleinen Spinnweben
""""""",increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,FALSE
Haben Sie seit der Operation kleine dunkle Flecken oder Spinnweben in Ihrem Blickfeld bemerkt?,"""""""
ein paar kleine schwarze Punkte, aber nicht viele, nur am Morgen und dann hört es auf
""""""",increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,FALSE
Haben Sie seit der Operation kleine dunkle Flecken oder Spinnweben in Ihrem Blickfeld bemerkt?,Ich hatte Fliegen vor den Augen einige Jahre bevor ich die Operation hatte.,increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,FALSE
Haben Sie seit der Operation kleine dunkle Flecken oder Spinnweben in Ihrem Blickfeld bemerkt?,"""""""
Ich habe kleine Punkte
""""""",increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,FALSE
"""""""
Sie sagen also, dass Sie seit der Operation einige kleine dunkle Flecken oder Spinnweben in Ihrem Blickfeld bemerkt haben. Können Sie mir sagen, ob sie sich verändert haben oder ob ihre Anzahl seit dem Eingriff zugenommen hat?
""""""","""""""
es wird lately schlimmer
""""""

However, to make it more natural in German, it would be:

""""""
es wird in letzter Zeit schlimmer
""""""",increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,TRUE
"""""""
Sie sagen also, dass Sie seit der Operation einige kleine dunkle Flecken oder Spinnweben in Ihrem Blickfeld bemerkt haben. Können Sie mir sagen, ob sie sich verändert haben oder ob ihre Anzahl seit dem Eingriff zugenommen hat?
""""""","""""""
sie sind nerviger als zuvor
""""""",increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,TRUE
"""""""
Sie sagen also, dass Sie seit der Operation einige kleine dunkle Flecken oder Spinnweben in Ihrem Blickfeld bemerkt haben. Können Sie mir sagen, ob sie sich verändert haben oder ob ihre Anzahl seit dem Eingriff zugenommen hat?
""""""","""""""
kein Anstieg, ich habe Fliegen vor den Augen, aber nicht mehr als zuvor
""""""",increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,TRUE
"""""""
Sie sagen also, dass Sie seit der Operation einige kleine dunkle Flecken oder Spinnweben in Ihrem Blickfeld bemerkt haben. Können Sie mir sagen, ob sie sich verändert haben oder ob ihre Anzahl seit dem Eingriff zugenommen hat?
""""""","""""""
Ich denke nicht, dass meine Flieger gesteigert haben
"""""" 

(Note: ""Flieger"" is used here as a colloquial term for ""floaters,"" though it's not a medical term. A more precise medical term would be ""Glaservitrumtrübungen"" or ""Augenfliegen."")",increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,TRUE
"""""""
Sie sagen also, dass Sie seit der Operation einige kleine dunkle Flecken oder Spinnweben in Ihrem Blickfeld bemerkt haben. Können Sie mir sagen, ob sie sich verändert haben oder ob ihre Anzahl seit dem Eingriff zugenommen hat?
""""""","""""""
Ich glaube nicht, dass ich kürzlich mehr Schwärmer hatte.
""""""",increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,TRUE
"""""""
Sie sagen also, dass Sie seit der Operation einige kleine dunkle Flecken oder Spinnweben in Ihrem Blickfeld bemerkt haben. Können Sie mir sagen, ob sie sich verändert haben oder ob ihre Anzahl seit dem Eingriff zugenommen hat?
""""""","""""""
die Schwimmer sind definitiv schlimmer geworden
""""""",increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,TRUE
"""""""
Sie sagen also, dass Sie seit der Operation einige kleine dunkle Flecken oder Spinnweben in Ihrem Blickfeld bemerkt haben. Können Sie mir sagen, ob sie sich verändert haben oder ob ihre Anzahl seit dem Eingriff zugenommen hat?
""""""","""""""
die schwarzen Punkte sind jetzt ärgerlicher
""""""",increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,TRUE
"""""""
Sie sagen also, dass Sie seit der Operation einige kleine dunkle Flecken oder Spinnweben in Ihrem Blickfeld bemerkt haben. Können Sie mir sagen, ob sie sich verändert haben oder ob ihre Anzahl seit dem Eingriff zugenommen hat?
""""""","""""""
nein
""""""",increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,TRUE
"""""""
Sie sagen also, dass Sie seit der Operation einige kleine dunkle Flecken oder Spinnweben in Ihrem Blickfeld bemerkt haben. Können Sie mir sagen, ob sie sich verändert haben oder ob ihre Anzahl seit dem Eingriff zugenommen hat?
""""""","""""""
Ja, ich hatte sie vorher nicht.
""""""",increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,TRUE
Wie geht es Ihrem Auge nach der Kataraktoberation?,"""""""
Ich habe kleine Punkte, die sich ein bisschen bewegen, auf meinem Ich mag sie alle
"""""" 

(Note: The original text seems to be incomplete or unclear, which makes the translation somewhat ambiguous. The phrase ""on my I"" doesn't form a clear meaning in English, and this ambiguity is reflected in the German translation.)",increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,FALSE
Wie geht es Ihrem Auge nach der Kataraktoberation?,"""""""
Ich sehe viele dunkle Punkte
""""""",increase or change in floaters - are they changing or increasing?,llm-cataract@1.0.0,FALSE
Spüren Sie Schmerzen in Ihrem Auge?,"""""""
ja
""""""",frequency of pain - some of the time or all the time,llm-cataract@1.0.0,FALSE
Spüren Sie Schmerzen in Ihrem Auge?,"""""""
nicht zu schmerzhaft, nur die Stichschmerzen und heute Morgen war alles sehr leicht
""""""",frequency of pain - some of the time or all the time,llm-cataract@1.0.0,TRUE
Spüren Sie Schmerzen in Ihrem Auge?,"""""""
erst nach den Tropfen brennt mein Auge
""""""",frequency of pain - some of the time or all the time,llm-cataract@1.0.0,TRUE
Spüren Sie Schmerzen in Ihrem Auge?,"""""""
Ja, es war gestern Abend schmerzhaft, nachdem ich die Antibiotika eingenommen hatte.
""""""",frequency of pain - some of the time or all the time,llm-cataract@1.0.0,FALSE
Wie geht es Ihrem Auge nach der Kataraktoberation?,"""""""
es tut sehr weh
""""""",frequency of pain - some of the time or all the time,llm-cataract@1.0.0,FALSE
Wie geht es Ihrem Auge nach der Kataraktoberation?,Es ist zart.,frequency of pain - some of the time or all the time,llm-cataract@1.0.0,FALSE
